,name,wikipedia_name,lat,lon,page,wiktor_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
4289,Kirkwood,"Kirkwood, New York",42.0811,-75.8097,http://en.wikipedia.org/wiki/Kirkwood%2C_New_York,"Kirkwood, New York 42.0811,-75.8097","Kirkwood, New York "," 42.0811 , -75.8097 "," 42.081111111111 , -75.809722222222","Kirkwood, New York 42.0811,-75.8097",[],
4290,Potosi,"Potosi, Wisconsin",42.6814,90.72,http://en.wikipedia.org/wiki/Potosi%2C_Wisconsin,"Potosi, Wisconsin 42.6814,90.72","Potosi, Wisconsin "," 42.6814 , 90.72 "," 42.7028 , -90.7156","Potosi, Wisconsin 42.6814,90.72",[],
4291,Potosi,"Potosi, Missouri",37.9378,90.7817,http://en.wikipedia.org/wiki/Potosi%2C_Missouri,"Potosi, Missouri 37.9378,90.7817","Potosi, Missouri "," 37.9378 , 90.7817 "," 37.9378 , -90.7819","Potosi, Missouri 37.9378,90.7817",[],
4292,Potosi,"Potosi, Texas",32.3356,99.6656,http://en.wikipedia.org/wiki/Potosi%2C_Texas,"Potosi, Texas 32.3356,99.6656","Potosi, Texas "," 32.3356 , 99.6656 "," 32.3356 , -99.6658","Potosi, Texas 32.3356,99.6656",[],
4293,Potosi,"Potosi, Trelawny, Jamaica",18.4297,-77.6557,http://en.wikipedia.org/wiki/Potosi%2C_Trelawny%2C_Jamaica,"Potosi, Trelawny, Jamaica 18.4297,-77.6557","Potosi, Trelawny, Jamaica "," 18.4297 , -77.6557 "," 18.429652777778 , -77.655697222222","Potosi, Trelawny, Jamaica 18.4297,-77.6557",[],
4294,Alcantara,"Alcantara, Romblon",12.2667,122.05,http://en.wikipedia.org/wiki/Alcantara%2C_Romblon,"Alcantara, Romblon 12.2667,122.05","Alcantara, Romblon "," 12.2667 , 122.05 "," 12.266666666667 , 122.05","Alcantara, Romblon 12.2667,122.05",[],
4295,Potter County,"Potter County, Pennsylvania",41.74,-77.9,http://en.wikipedia.org/wiki/Potter_County%2C_Pennsylvania,"Potter County, Pennsylvania 41.74,-77.9","Potter County, Pennsylvania "," 41.74 , -77.9 "," 41.74 , -77.9","Potter County, Pennsylvania 41.74,-77.9",[],
4296,Potter County,"Potter County, Texas",35.4,-101.89,http://en.wikipedia.org/wiki/Potter_County%2C_Texas,"Potter County, Texas 35.4,-101.89","Potter County, Texas "," 35.4 , -101.89 "," 35.4 , -101.89","Potter County, Texas 35.4,-101.89",[],
4297,Magna,"Magna, Utah",40.7017,-112.0858,http://en.wikipedia.org/wiki/Magna%2C_Utah,"Magna, Utah 40.7017,-112.0858","Magna, Utah "," 40.7017 , -112.0858 "," 40.701666666667 , -112.08583333333","Magna, Utah 40.7017,-112.0858",[],
4298,Jona,Jona,47.2167,8.8333,http://en.wikipedia.org/wiki/Jona,"Jona 47.2167,8.8333",Jona ," 47.2167 , 8.8333 "," 47.216666666667 , 8.8166666666667","Jona 47.2167,8.8333",[],
4299,Viga,"Viga, Catanduanes",13.8728,124.3072,http://en.wikipedia.org/wiki/Viga%2C_Catanduanes,"Viga, Catanduanes 13.8728,124.3072","Viga, Catanduanes "," 13.8728 , 124.3072 "," 13.866666666667 , 124.3","Viga, Catanduanes 13.8728,124.3072",[],
4300,Palembang,Palembang,-2.9911,104.7567,http://en.wikipedia.org/wiki/Palembang,"Palembang -2.9911,104.7567",Palembang ," -2.9911 , 104.7567 "," -2.9833333333333 , 104.76444444444","Palembang -2.9911,104.7567",[],
4302,Cumberland,Cumberland,54.75,-3,http://en.wikipedia.org/wiki/Cumberland,"Cumberland 54.75,-3",Cumberland ," 54.75 , -3 "," 54.75 , -3.0","Cumberland 54.75,-3",[],
4303,Cumberland,"Cumberland, Rhode Island",41.9492,-71.4119,http://en.wikipedia.org/wiki/Cumberland%2C_Rhode_Island,"Cumberland, Rhode Island 41.9492,-71.4119","Cumberland, Rhode Island "," 41.9492 , -71.4119 "," 41.96677 , -71.43284","Cumberland, Rhode Island 41.9492,-71.4119",[],
4304,Cumberland,"Cumberland, Wisconsin",45.5358,-92.0233,http://en.wikipedia.org/wiki/Cumberland%2C_Wisconsin,"Cumberland, Wisconsin 45.5358,-92.0233","Cumberland, Wisconsin "," 45.5358 , -92.0233 "," 45.535833333333 , -92.023333333333","Cumberland, Wisconsin 45.5358,-92.0233",[],
4305,Cumberland,"Cumberland, Maine",43.7811,-70.2175,http://en.wikipedia.org/wiki/Cumberland%2C_Maine,"Cumberland, Maine 43.7811,-70.2175","Cumberland, Maine "," 43.7811 , -70.2175 "," 43.781111111111 , -70.2175","Cumberland, Maine 43.7811,-70.2175",[],
4306,Cumberland,"Cumberland, Kentucky",36.9769,-82.9875,http://en.wikipedia.org/wiki/Cumberland%2C_Kentucky,"Cumberland, Kentucky 36.9769,-82.9875","Cumberland, Kentucky "," 36.9769 , -82.9875 "," 36.9769 , -82.9875","Cumberland, Kentucky 36.9769,-82.9875",[],
4307,Cumberland,"Cumberland, Edmonton",53.61,-113.553,http://en.wikipedia.org/wiki/Cumberland%2C_Edmonton,"Cumberland, Edmonton 53.61,-113.553","Cumberland, Edmonton "," 53.61 , -113.553 "," 53.61 , -113.553","Cumberland, Edmonton 53.61,-113.553",[],
4308,Cumberland,"Cumberland, Georgia",33.9148,-84.493,http://en.wikipedia.org/wiki/Cumberland%2C_Georgia,"Cumberland, Georgia 33.9148,-84.493","Cumberland, Georgia "," 33.9148 , -84.493 "," 33.914825 , -84.492986111111","Cumberland, Georgia 33.9148,-84.493",[],
4309,Cumberland,"Cumberland, British Columbia",49.6189,-125.0314,http://en.wikipedia.org/wiki/Cumberland%2C_British_Columbia,"Cumberland, British Columbia 49.6189,-125.0314","Cumberland, British Columbia "," 49.6189 , -125.0314 "," 49.6206 , -125.026","Cumberland, British Columbia 49.6189,-125.0314",[],
4310,Cumberland,"Cumberland, New Jersey",39.3697,-74.9408,http://en.wikipedia.org/wiki/Cumberland%2C_New_Jersey,"Cumberland, New Jersey 39.3697,-74.9408","Cumberland, New Jersey "," 39.3697 , -74.9408 "," 39.3697 , -74.9408","Cumberland, New Jersey 39.3697,-74.9408",[],
4311,Cumberland,"Cumberland, Washington",47.2831,-121.9256,http://en.wikipedia.org/wiki/Cumberland%2C_Washington,"Cumberland, Washington 47.2831,-121.9256","Cumberland, Washington "," 47.2831 , -121.9256 "," 47.2831 , -121.926","Cumberland, Washington 47.2831,-121.9256",[],
4312,Ensenada,"Ensenada, Baja California",31.8578,-116.6058,http://en.wikipedia.org/wiki/Ensenada%2C_Baja_California,"Ensenada, Baja California 31.8578,-116.6058","Ensenada, Baja California "," 31.8578 , -116.6058 "," 31.857777777778 , -116.60583333333","Ensenada, Baja California 31.8578,-116.6058",[],
4313,Prospect,"Prospect, Kentucky",38.34,85.6056,http://en.wikipedia.org/wiki/Prospect%2C_Kentucky,"Prospect, Kentucky 38.34,85.6056","Prospect, Kentucky "," 38.34 , 85.6056 "," 38.34 , -85.6056","Prospect, Kentucky 38.34,85.6056",[],
4314,Prospect,"Prospect, South Australia",-34.884,138.594,http://en.wikipedia.org/wiki/Prospect%2C_South_Australia,"Prospect, South Australia -34.884,138.594","Prospect, South Australia "," -34.884 , 138.594 "," -34.884 , 138.594","Prospect, South Australia -34.884,138.594",[],
4315,Prospect,"Prospect, Maine",44.5519,-68.87,http://en.wikipedia.org/wiki/Prospect%2C_Maine,"Prospect, Maine 44.5519,-68.87","Prospect, Maine "," 44.5519 , -68.87 "," 44.553055555556 , -68.864722222222","Prospect, Maine 44.5519,-68.87",[],
4316,Prospect,"Prospect, Oregon",42.7511,-122.4878,http://en.wikipedia.org/wiki/Prospect%2C_Oregon,"Prospect, Oregon 42.7511,-122.4878","Prospect, Oregon "," 42.7511 , -122.4878 "," 42.751111111111 , -122.48777777778","Prospect, Oregon 42.7511,-122.4878",[],
4317,Prospect,"Prospect, Connecticut",41.4994,-72.9753,http://en.wikipedia.org/wiki/Prospect%2C_Connecticut,"Prospect, Connecticut 41.4994,-72.9753","Prospect, Connecticut "," 41.4994 , -72.9753 "," 41.50232 , -72.97872","Prospect, Connecticut 41.4994,-72.9753",[],
4318,Prospect,"Prospect, New South Wales",-33.7992,150.9256,http://en.wikipedia.org/wiki/Prospect%2C_New_South_Wales,"Prospect, New South Wales -33.7992,150.9256","Prospect, New South Wales "," -33.7992 , 150.9256 "," -33.8045 , 150.915","Prospect, New South Wales -33.7992,150.9256",[],
4319,Prospect,"Prospect, North Carolina",34.7292,-79.2208,http://en.wikipedia.org/wiki/Prospect%2C_North_Carolina,"Prospect, North Carolina 34.7292,-79.2208","Prospect, North Carolina "," 34.7292 , -79.2208 "," 34.729166666667 , -79.220833333333","Prospect, North Carolina 34.7292,-79.2208",[],
4320,Campamento,"Campamento, Honduras",14.55,-86.65,http://en.wikipedia.org/wiki/Campamento%2C_Honduras,"Campamento, Honduras 14.55,-86.65","Campamento, Honduras "," 14.55 , -86.65 "," 14.55 , -86.65","Campamento, Honduras 14.55,-86.65",[],
4321,Nashville,"Nashville, Indiana",39.2031,-86.2383,http://en.wikipedia.org/wiki/Nashville%2C_Indiana,"Nashville, Indiana 39.2031,-86.2383","Nashville, Indiana "," 39.2031 , -86.2383 "," 39.20727 , -86.2511","Nashville, Indiana 39.2031,-86.2383",[],
4322,Nashville,"Nashville, Arkansas",33.9419,-93.8481,http://en.wikipedia.org/wiki/Nashville%2C_Arkansas,"Nashville, Arkansas 33.9419,-93.8481","Nashville, Arkansas "," 33.9419 , -93.8481 "," 33.9419 , -93.8481","Nashville, Arkansas 33.9419,-93.8481",[],
4323,Nashville,"Nashville, Georgia",31.2069,-83.2467,http://en.wikipedia.org/wiki/Nashville%2C_Georgia,"Nashville, Georgia 31.2069,-83.2467","Nashville, Georgia "," 31.2069 , -83.2467 "," 31.2069 , -83.2467","Nashville, Georgia 31.2069,-83.2467",[],
4324,Nashville,"Nashville, Illinois",38.3481,-89.3817,http://en.wikipedia.org/wiki/Nashville%2C_Illinois,"Nashville, Illinois 38.3481,-89.3817","Nashville, Illinois "," 38.3481 , -89.3817 "," 38.3481 , -89.3817","Nashville, Illinois 38.3481,-89.3817",[],
4325,Nashville,"Nashville, Michigan",42.6036,-85.0906,http://en.wikipedia.org/wiki/Nashville%2C_Michigan,"Nashville, Michigan 42.6036,-85.0906","Nashville, Michigan "," 42.6036 , -85.0906 "," 42.602777777778 , -85.093055555556","Nashville, Michigan 42.6036,-85.0906",[],
4326,Nashville,"Nashville, North Carolina",35.9693,-77.9615,http://en.wikipedia.org/wiki/Nashville%2C_North_Carolina,"Nashville, North Carolina 35.9693,-77.9615","Nashville, North Carolina "," 35.9693 , -77.9615 "," 35.969444444444 , -77.961388888889","Nashville, North Carolina 35.9693,-77.9615",[],
4327,Nashville,"Nashville, Mississippi",33.3264,-88.3236,http://en.wikipedia.org/wiki/Nashville%2C_Mississippi,"Nashville, Mississippi 33.3264,-88.3236","Nashville, Mississippi "," 33.3264 , -88.3236 "," 33.32638889 , -88.32361111","Nashville, Mississippi 33.3264,-88.3236",[],
4328,Nashville,"Nashville, Texas",30.8258,-96.6528,http://en.wikipedia.org/wiki/Nashville%2C_Texas,"Nashville, Texas 30.8258,-96.6528","Nashville, Texas "," 30.8258 , -96.6528 "," 30.8258 , -96.6528","Nashville, Texas 30.8258,-96.6528",[],
4329,Jones County,"Jones County, Mississippi",31.62,-89.17,http://en.wikipedia.org/wiki/Jones_County%2C_Mississippi,"Jones County, Mississippi 31.62,-89.17","Jones County, Mississippi "," 31.62 , -89.17 "," 31.62 , -89.17","Jones County, Mississippi 31.62,-89.17",[],
4330,Jones County,"Jones County, Georgia",33.03,-83.57,http://en.wikipedia.org/wiki/Jones_County%2C_Georgia,"Jones County, Georgia 33.03,-83.57","Jones County, Georgia "," 33.03 , -83.57 "," 33.03 , -83.57","Jones County, Georgia 33.03,-83.57",[],
4331,Jones County,"Jones County, North Carolina",35.01,-77.37,http://en.wikipedia.org/wiki/Jones_County%2C_North_Carolina,"Jones County, North Carolina 35.01,-77.37","Jones County, North Carolina "," 35.01 , -77.37 "," 35.01 , -77.37","Jones County, North Carolina 35.01,-77.37",[],
4332,Amo,"Amo, Indiana",39.6886,86.6128,http://en.wikipedia.org/wiki/Amo%2C_Indiana,"Amo, Indiana 39.6886,86.6128","Amo, Indiana "," 39.6886 , 86.6128 "," 39.6881 , -86.61361","Amo, Indiana 39.6886,86.6128",[],
4333,Congo,"Congo, New South Wales",-35.95,150.15,http://en.wikipedia.org/wiki/Congo%2C_New_South_Wales,"Congo, New South Wales -35.95,150.15","Congo, New South Wales "," -35.95 , 150.15 "," -35.95 , 150.15","Congo, New South Wales -35.95,150.15",[],
4334,Golovin,"Golovin, Alaska",64.5442,-163.0314,http://en.wikipedia.org/wiki/Golovin%2C_Alaska,"Golovin, Alaska 64.5442,-163.0314","Golovin, Alaska "," 64.5442 , -163.0314 "," 64.544444444444 , -163.02777777778","Golovin, Alaska 64.5442,-163.0314",[],
4335,Xinzhou,Xinzhou,38.4164,112.7343,http://en.wikipedia.org/wiki/Xinzhou,"Xinzhou 38.4164,112.7343",Xinzhou ," 38.4164 , 112.7343 "," 38.41778 , 112.7233","Xinzhou 38.4164,112.7343",[],
4336,Okha,"Okha, India",22.4667,69.0667,http://en.wikipedia.org/wiki/Okha%2C_India,"Okha, India 22.4667,69.0667","Okha, India "," 22.4667 , 69.0667 "," 22.466666666667 , 69.066666666667","Okha, India 22.4667,69.0667",[],
4337,Jalapa,"Jalapa, Jalapa",14.6333,-89.9833,http://en.wikipedia.org/wiki/Jalapa%2C_Jalapa,"Jalapa, Jalapa 14.6333,-89.9833","Jalapa, Jalapa "," 14.6333 , -89.9833 "," 14.637861111111 , -89.990416666667","Jalapa, Jalapa 14.6333,-89.9833",[],
4338,Arabi,"Arabi, Louisiana",29.9575,89.9989,http://en.wikipedia.org/wiki/Arabi%2C_Louisiana,"Arabi, Louisiana 29.9575,89.9989","Arabi, Louisiana "," 29.9575 , 89.9989 "," 29.9575 , -89.99889","Arabi, Louisiana 29.9575,89.9989",[],
4339,Nanchong,Nanchong,30.8,106.0833,http://en.wikipedia.org/wiki/Nanchong,"Nanchong 30.8,106.0833",Nanchong ," 30.8 , 106.0833 "," 30.79913 , 106.07843","Nanchong 30.8,106.0833",[],
4340,Temple,"Temple, Texas",31.0937,-97.3622,http://en.wikipedia.org/wiki/Temple%2C_Texas,"Temple, Texas 31.0937,-97.3622","Temple, Texas "," 31.0937 , -97.3622 "," 31.0982344 , -97.342782","Temple, Texas 31.0937,-97.3622",[],
4341,Temple,"Temple, New Hampshire",42.8181,-71.8514,http://en.wikipedia.org/wiki/Temple%2C_New_Hampshire,"Temple, New Hampshire 42.8181,-71.8514","Temple, New Hampshire "," 42.8181 , -71.8514 "," 42.81814 , -71.85147","Temple, New Hampshire 42.8181,-71.8514",[],
4342,Temple,"Temple, Georgia",33.7358,-85.0272,http://en.wikipedia.org/wiki/Temple%2C_Georgia,"Temple, Georgia 33.7358,-85.0272","Temple, Georgia "," 33.7358 , -85.0272 "," 33.7358 , -85.0272","Temple, Georgia 33.7358,-85.0272",[],
4343,Temple,"Temple, Maine",44.6814,-70.2597,http://en.wikipedia.org/wiki/Temple%2C_Maine,"Temple, Maine 44.6814,-70.2597","Temple, Maine "," 44.6814 , -70.2597 "," 44.685 , -70.226388888889","Temple, Maine 44.6814,-70.2597",[],
4344,Pierce County,"Pierce County, Washington",47.0637,-122.1295,http://en.wikipedia.org/wiki/Pierce_County%2C_Washington,"Pierce County, Washington 47.0637,-122.1295","Pierce County, Washington "," 47.0637 , -122.1295 "," 47.05 , -122.11","Pierce County, Washington 47.0637,-122.1295",[],
4345,Pierce County,"Pierce County, Georgia",31.36,-82.22,http://en.wikipedia.org/wiki/Pierce_County%2C_Georgia,"Pierce County, Georgia 31.36,-82.22","Pierce County, Georgia "," 31.36 , -82.22 "," 31.36 , -82.22","Pierce County, Georgia 31.36,-82.22",[],
4346,Kular,Kular,30.1334,74.2001,http://en.wikipedia.org/wiki/Kular,"Kular 30.1334,74.2001",Kular ," 30.1334 , 74.2001 "," 30.1334 , 74.2001","Kular 30.1334,74.2001",[],
4347,Harrow,"Harrow, London",51.5836,-0.3464,http://en.wikipedia.org/wiki/Harrow%2C_London,"Harrow, London 51.5836,-0.3464","Harrow, London "," 51.5836 , -0.3464 "," 51.5836 , -0.3464","Harrow, London 51.5836,-0.3464",[],
4348,Harrow,"Harrow, Ontario",42.0333,-82.9167,http://en.wikipedia.org/wiki/Harrow%2C_Ontario,"Harrow, Ontario 42.0333,-82.9167","Harrow, Ontario "," 42.0333 , -82.9167 "," 42.0333 , -82.9167","Harrow, Ontario 42.0333,-82.9167",[],
4349,Harrow,"Harrow, Victoria",37.1667,141.6,http://en.wikipedia.org/wiki/Harrow%2C_Victoria,"Harrow, Victoria 37.1667,141.6","Harrow, Victoria "," 37.1667 , 141.6 "," -37.1667 , 141.6","Harrow, Victoria 37.1667,141.6",[],
4350,Davis,"Davis, California",38.5539,-121.7381,http://en.wikipedia.org/wiki/Davis%2C_California,"Davis, California 38.5539,-121.7381","Davis, California "," 38.5539 , -121.7381 "," 38.54491 , -121.74052","Davis, California 38.5539,-121.7381",[],
4351,Davis,"Davis, Oklahoma",34.4978,-97.1269,http://en.wikipedia.org/wiki/Davis%2C_Oklahoma,"Davis, Oklahoma 34.4978,-97.1269","Davis, Oklahoma "," 34.4978 , -97.1269 "," 34.497777777778 , -97.126944444444","Davis, Oklahoma 34.4978,-97.1269",[],
4352,Davis,"Davis, Massachusetts",42.6978,-72.8703,http://en.wikipedia.org/wiki/Davis%2C_Massachusetts,"Davis, Massachusetts 42.6978,-72.8703","Davis, Massachusetts "," 42.6978 , -72.8703 "," 42.6978 , -72.8703","Davis, Massachusetts 42.6978,-72.8703",[],
4353,Soho,Soho,51.513,-0.135,http://en.wikipedia.org/wiki/Soho,"Soho 51.513,-0.135",Soho ," 51.513 , -0.135 "," 51.513 , -0.131","Soho 51.513,-0.135",[],
4354,Soho,"Soho, West Midlands",52.503,-1.9329,http://en.wikipedia.org/wiki/Soho%2C_West_Midlands,"Soho, West Midlands 52.503,-1.9329","Soho, West Midlands "," 52.503 , -1.9329 "," 52.4991 , -1.9288","Soho, West Midlands 52.503,-1.9329",[],
4356,Nanbu,"Nanbu, Aomori",40.4666,141.382,http://en.wikipedia.org/wiki/Nanbu%2C_Aomori,"Nanbu, Aomori 40.4666,141.382","Nanbu, Aomori "," 40.4666 , 141.382 "," 40.466944444444 , 141.38166666667","Nanbu, Aomori 40.4666,141.382",[],
4357,Kelso,"Kelso, Scottish Borders",55.5985,-2.4336,http://en.wikipedia.org/wiki/Kelso%2C_Scottish_Borders,"Kelso, Scottish Borders 55.5985,-2.4336","Kelso, Scottish Borders "," 55.5985 , -2.4336 "," 55.583333333333 , -2.4166666666667","Kelso, Scottish Borders 55.5985,-2.4336",[],
4358,Kelso,"Kelso, Washington",46.1419,-122.906,http://en.wikipedia.org/wiki/Kelso%2C_Washington,"Kelso, Washington 46.1419,-122.906","Kelso, Washington "," 46.1419 , -122.906 "," 46.1419 , -122.906","Kelso, Washington 46.1419,-122.906",[],
4359,Kelso,"Kelso, New South Wales",-33.4167,149.6,http://en.wikipedia.org/wiki/Kelso%2C_New_South_Wales,"Kelso, New South Wales -33.4167,149.6","Kelso, New South Wales "," -33.4167 , 149.6 "," -33.4189 , 149.606","Kelso, New South Wales -33.4167,149.6",[],
4360,Kelso,"Kelso, Missouri",37.1954,-89.5516,http://en.wikipedia.org/wiki/Kelso%2C_Missouri,"Kelso, Missouri 37.1954,-89.5516","Kelso, Missouri "," 37.1954 , -89.5516 "," 37.1956 , -89.5517","Kelso, Missouri 37.1954,-89.5516",[],
4361,Kelso,"Kelso, Queensland",-19.3967,146.7206,http://en.wikipedia.org/wiki/Kelso%2C_Queensland,"Kelso, Queensland -19.3967,146.7206","Kelso, Queensland "," -19.3967 , 146.7206 "," -19.3967 , 146.721","Kelso, Queensland -19.3967,146.7206",[],
4362,Kelso,"Kelso, New Zealand",-45.9,169.2333,http://en.wikipedia.org/wiki/Kelso%2C_New_Zealand,"Kelso, New Zealand -45.9,169.2333","Kelso, New Zealand "," -45.9 , 169.2333 "," -45.9 , 169.233","Kelso, New Zealand -45.9,169.2333",[],
4363,Kelso,"Kelso, KwaZulu-Natal",30.3603,30.7119,http://en.wikipedia.org/wiki/Kelso%2C_KwaZulu-Natal,"Kelso, KwaZulu-Natal 30.3603,30.7119","Kelso, KwaZulu-Natal "," 30.3603 , 30.7119 "," -30.36027778 , 30.71194444","Kelso, KwaZulu-Natal 30.3603,30.7119",[],
4364,Saltillo,Saltillo,25.416,-101,http://en.wikipedia.org/wiki/Saltillo,"Saltillo 25.416,-101",Saltillo ," 25.416 , -101 "," 25.433333333333 , -101.0","Saltillo 25.416,-101",[],
4366,Scranton,"Scranton, Pennsylvania",41.4106,-75.6675,http://en.wikipedia.org/wiki/Scranton%2C_Pennsylvania,"Scranton, Pennsylvania 41.4106,-75.6675","Scranton, Pennsylvania "," 41.4106 , -75.6675 "," 41.408969 , -75.6624122","Scranton, Pennsylvania 41.4106,-75.6675",[],
4367,Scranton,"Scranton, Iowa",42.0222,-94.546,http://en.wikipedia.org/wiki/Scranton%2C_Iowa,"Scranton, Iowa 42.0222,-94.546","Scranton, Iowa "," 42.0222 , -94.546 "," 42.022222222222 , -94.546111111111","Scranton, Iowa 42.0222,-94.546",[],
4368,Scranton,"Scranton, Utah",40.0489,-112.2008,http://en.wikipedia.org/wiki/Scranton%2C_Utah,"Scranton, Utah 40.0489,-112.2008","Scranton, Utah "," 40.0489 , -112.2008 "," 40.048888888889 , -112.20083333333","Scranton, Utah 40.0489,-112.2008",[],
4369,Lode,"Lode, Cambridgeshire",52.24,0.24,http://en.wikipedia.org/wiki/Lode%2C_Cambridgeshire,"Lode, Cambridgeshire 52.24,0.24","Lode, Cambridgeshire "," 52.24 , 0.24 "," 52.24 , 0.24","Lode, Cambridgeshire 52.24,0.24",[],
4370,Kujang,"Kujang, Odisha",20.3,86.53,http://en.wikipedia.org/wiki/Kujang%2C_Odisha,"Kujang, Odisha 20.3,86.53","Kujang, Odisha "," 20.3 , 86.53 "," 20.3 , 86.533333333333","Kujang, Odisha 20.3,86.53",[],
4371,Clovis,"Clovis, California",36.8253,-119.7031,http://en.wikipedia.org/wiki/Clovis%2C_California,"Clovis, California 36.8253,-119.7031","Clovis, California "," 36.8253 , -119.7031 "," 36.825277777778 , -119.70305555556","Clovis, California 36.8253,-119.7031",[],
4372,Clovis,"Clovis, New Mexico",34.4125,103.2044,http://en.wikipedia.org/wiki/Clovis%2C_New_Mexico,"Clovis, New Mexico 34.4125,103.2044","Clovis, New Mexico "," 34.4125 , 103.2044 "," 34.4125 , -103.20472222222","Clovis, New Mexico 34.4125,103.2044",[],
4373,Lanja,Lanja,16.85,73.55,http://en.wikipedia.org/wiki/Lanja,"Lanja 16.85,73.55",Lanja ," 16.85 , 73.55 "," 16.85 , 73.55","Lanja 16.85,73.55",[],
4374,Canoa,Canoa,8.512,-82.8331,http://en.wikipedia.org/wiki/Canoa,"Canoa 8.512,-82.8331",Canoa ," 8.512 , -82.8331 "," -0.463 , -80.452","Canoa 8.512,-82.8331",[],
4375,Barka,"Barka, Oman",23.7092,57.8869,http://en.wikipedia.org/wiki/Barka%2C_Oman,"Barka, Oman 23.7092,57.8869","Barka, Oman "," 23.7092 , 57.8869 "," 23.709166666667 , 57.886944444444","Barka, Oman 23.7092,57.8869",[],
4376,Memphis,"Memphis, Missouri",40.4608,-92.17,http://en.wikipedia.org/wiki/Memphis%2C_Missouri,"Memphis, Missouri 40.4608,-92.17","Memphis, Missouri "," 40.4608 , -92.17 "," 40.46083 , -92.16972","Memphis, Missouri 40.4608,-92.17",[],
4377,Memphis,"Memphis, Texas",34.7267,-100.5417,http://en.wikipedia.org/wiki/Memphis%2C_Texas,"Memphis, Texas 34.7267,-100.5417","Memphis, Texas "," 34.7267 , -100.5417 "," 34.72667 , -100.54139","Memphis, Texas 34.7267,-100.5417",[],
4378,Memphis,"Memphis, New York",43.0867,-76.3778,http://en.wikipedia.org/wiki/Memphis%2C_New_York,"Memphis, New York 43.0867,-76.3778","Memphis, New York "," 43.0867 , -76.3778 "," 43.086666666667 , -76.377777777778","Memphis, New York 43.0867,-76.3778",[],
4379,Tororo,Tororo,0.6928,34.1808,http://en.wikipedia.org/wiki/Tororo,"Tororo 0.6928,34.1808",Tororo ," 0.6928 , 34.1808 "," 0.69277777777778 , 34.180833333333","Tororo 0.6928,34.1808",[],
4380,Kingman,"Kingman, Arizona",35.2083,-114.0258,http://en.wikipedia.org/wiki/Kingman%2C_Arizona,"Kingman, Arizona 35.2083,-114.0258","Kingman, Arizona "," 35.2083 , -114.0258 "," 35.208333333333 , -114.025","Kingman, Arizona 35.2083,-114.0258",[],
4381,Pugo,"Pugo, La Union",16.3225,120.4708,http://en.wikipedia.org/wiki/Pugo%2C_La_Union,"Pugo, La Union 16.3225,120.4708","Pugo, La Union "," 16.3225 , 120.4708 "," 16.283333333333 , 120.48333333333","Pugo, La Union 16.3225,120.4708",[],
4382,Roda,"Roda, Punjab",34.0739,72.1,http://en.wikipedia.org/wiki/Roda%2C_Punjab,"Roda, Punjab 34.0739,72.1","Roda, Punjab "," 34.0739 , 72.1 "," 34.073888888889 , 72.1","Roda, Punjab 34.0739,72.1",[],
4383,Rode,"Rode, Somerset",51.2847,-2.2789,http://en.wikipedia.org/wiki/Rode%2C_Somerset,"Rode, Somerset 51.2847,-2.2789","Rode, Somerset "," 51.2847 , -2.2789 "," 51.2847 , -2.2789","Rode, Somerset 51.2847,-2.2789",[],
4384,Spring Hill,"Spring Hill, Tennessee",35.7526,-86.914,http://en.wikipedia.org/wiki/Spring_Hill%2C_Tennessee,"Spring Hill, Tennessee 35.7526,-86.914","Spring Hill, Tennessee "," 35.7526 , -86.914 "," 35.7525 , -86.913888888889","Spring Hill, Tennessee 35.7526,-86.914",[],
4385,Spring Hill,"Spring Hill, Florida",28.4789,-82.5478,http://en.wikipedia.org/wiki/Spring_Hill%2C_Florida,"Spring Hill, Florida 28.4789,-82.5478","Spring Hill, Florida "," 28.4789 , -82.5478 "," 28.4789 , -82.5478","Spring Hill, Florida 28.4789,-82.5478",[],
4386,Spring Hill,"Spring Hill, Kansas",38.7453,-94.8292,http://en.wikipedia.org/wiki/Spring_Hill%2C_Kansas,"Spring Hill, Kansas 38.7453,-94.8292","Spring Hill, Kansas "," 38.7453 , -94.8292 "," 38.74306 , -94.82552","Spring Hill, Kansas 38.7453,-94.8292",[],
4387,Ivanovo,Ivanovo,56.9967,40.9819,http://en.wikipedia.org/wiki/Ivanovo,"Ivanovo 56.9967,40.9819",Ivanovo ," 56.9967 , 40.9819 "," 57.0 , 40.983333333333","Ivanovo 56.9967,40.9819",[],
4388,Penza,Penza,53.2,45.0167,http://en.wikipedia.org/wiki/Penza,"Penza 53.2,45.0167",Penza ," 53.2 , 45.0167 "," 53.2 , 45.0","Penza 53.2,45.0167",[],
4389,Mount Pleasant,"Mount Pleasant, Utah",39.5431,-111.4564,http://en.wikipedia.org/wiki/Mount_Pleasant%2C_Utah,"Mount Pleasant, Utah 39.5431,-111.4564","Mount Pleasant, Utah "," 39.5431 , -111.4564 "," 39.543055555556 , -111.45638888889","Mount Pleasant, Utah 39.5431,-111.4564",[],
