,name,lat,lon,lgl_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
777,Pictured Rocks National Lakeshore,46.5611,-86.3282,"Pictured Rocks National Lakeshore 46.5611,-86.3282",Pictured Rocks National Lakeshore ," 46.5611 , -86.3282 "," 46.5622 , -86.3125","Pictured Rocks National Lakeshore 46.5611,-86.3282","[(46.56424, -86.31647)]",0.37891678071291435
778,Michigan,44.2503,-85.5003,"Michigan 44.2503,-85.5003",Michigan ," 44.2503 , -85.5003 "," 44.34 , -85.58","Michigan 44.2503,-85.5003","[(44.25029, -85.50033), (44.25029, -85.50033)]",11.819996973171646
779,Utah,39.2502,-111.751,"Utah 39.2502,-111.751",Utah ," 39.2502 , -111.751 "," 39.5 , -111.5","Utah 39.2502,-111.751",[],
780,Zion National Park,37.3,-113.051,"Zion National Park 37.3,-113.051",Zion National Park ," 37.3 , -113.051 "," 37.202619444444 , -112.98785","Zion National Park 37.3,-113.051",[],
781,Rocky Mountain National Park,40.3333,-105.709,"Rocky Mountain National Park 40.3333,-105.709",Rocky Mountain National Park ," 40.3333 , -105.709 "," 40.35 , -105.6833","Rocky Mountain National Park 40.3333,-105.709",[],
782,Colorado,39.0003,-105.501,"Colorado 39.0003,-105.501",Colorado ," 39.0003 , -105.501 "," 39.0 , -105.5","Colorado 39.0003,-105.501","[(-22.83827, -51.98015)]",8844.34629164493
783,East Bank,38.2182,-81.4429,"East Bank 38.2182,-81.4429",East Bank ," 38.2182 , -81.4429 "," 38.21816 , -81.44289","East Bank 38.2182,-81.4429","[(38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289), (38.21816, -81.44289)]",0.0
784,Princeton,37.3662,-81.1026,"Princeton 37.3662,-81.1026",Princeton ," 37.3662 , -81.1026 "," 37.368055555556 , -81.095833333333","Princeton 37.3662,-81.1026",[],
785,Mercer County,37.4001,-81.1165,"Mercer County 37.4001,-81.1165",Mercer County ," 37.4001 , -81.1165 "," 37.41 , -81.11","Mercer County 37.4001,-81.1165","[(40.42233, -93.56856)]",1127.57095088515
787,Dunbar,38.3606,-81.7374,"Dunbar 38.3606,-81.7374",Dunbar ," 38.3606 , -81.7374 "," 38.364444444444 , -81.739444444444","Dunbar 38.3606,-81.7374","[(41.94082, -92.79659)]",1019.4224486527438
788,Hurricane,38.4326,-82.0201,"Hurricane 38.4326,-82.0201",Hurricane ," 38.4326 , -82.0201 "," 38.4325 , -82.019722222222","Hurricane 38.4326,-82.0201",[],
789,Putnam County,38.5168,-81.8832,"Putnam County 38.5168,-81.8832",Putnam County ," 38.5168 , -81.8832 "," 38.50862 , -81.90899","Putnam County 38.5168,-81.8832","[(39.66626, -86.845), (39.66626, -86.845), (39.66626, -86.845)]",444.9686071177902
790,Massachusetts,42.3656,-71.1083,"Massachusetts 42.3656,-71.1083",Massachusetts ," 42.3656 , -71.1083 "," 42.3 , -71.8","Massachusetts 42.3656,-71.1083","[(42.36565, -71.10832)]",57.32295984136303
791,Braxton County,38.7168,-80.6998,"Braxton County 38.7168,-80.6998",Braxton County ," 38.7168 , -80.6998 "," 38.7 , -80.73","Braxton County 38.7168,-80.6998",[],
792,Hardy County,39.0168,-78.8164,"Hardy County 39.0168,-78.8164",Hardy County ," 39.0168 , -78.8164 "," 39.01 , -78.86","Hardy County 39.0168,-78.8164",[],
793,Raleigh County,37.7501,-81.2498,"Raleigh County 37.7501,-81.2498",Raleigh County ," 37.7501 , -81.2498 "," 37.77136 , -81.24863","Raleigh County 37.7501,-81.2498",[],
794,Berkeley County,39.4501,-78.0331,"Berkeley County 39.4501,-78.0331",Berkeley County ," 39.4501 , -78.0331 "," 39.47 , -78.03","Berkeley County 39.4501,-78.0331",[],
795,Raleigh,37.7568,-81.1743,"Raleigh 37.7568,-81.1743",Raleigh ," 37.7568 , -81.1743 "," 37.7567 , -81.1742","Raleigh 37.7568,-81.1743",[],
796,McDowell County,37.3668,-81.6498,"McDowell County 37.3668,-81.6498",McDowell County ," 37.3668 , -81.6498 "," 37.37 , -81.65","McDowell County 37.3668,-81.6498",[],
797,Monongalia County,39.6501,-80.0331,"Monongalia County 39.6501,-80.0331",Monongalia County ," 39.6501 , -80.0331 "," 39.63 , -80.05","Monongalia County 39.6501,-80.0331",[],
798,Charleston,32.7766,-79.9309,"Charleston 32.7766,-79.9309",Charleston ," 32.7766 , -79.9309 "," 32.776111111111 , -79.9325","Charleston 32.7766,-79.9309","[(38.34982, -81.63262), (38.34982, -81.63262), (38.34982, -81.63262)]",638.5258151993097
799,Anderson,34.5034,-82.6501,"Anderson 34.5034,-82.6501",Anderson ," 34.5034 , -82.6501 "," 34.5049 , -82.6524","Anderson 34.5034,-82.6501",[],
800,Ravenel,32.7632,-80.2501,"Ravenel 32.7632,-80.2501",Ravenel ," 32.7632 , -80.2501 "," 32.778055555556 , -80.221111111111","Ravenel 32.7632,-80.2501","[(32.76323, -80.2501)]",3.1723633604476014
801,Charleston County,32.7668,-79.9665,"Charleston County 32.7668,-79.9665",Charleston County ," 32.7668 , -79.9665 "," 32.82 , -79.9","Charleston County 32.7668,-79.9665","[(32.74917, -79.94202)]",8.801192016279566
802,Atlantic Beach,33.8027,-78.7164,"Atlantic Beach 33.8027,-78.7164",Atlantic Beach ," 33.8027 , -78.7164 "," 33.80267 , -78.71641","Atlantic Beach 33.8027,-78.7164",[],
803,Myrtle Beach,33.6891,-78.8867,"Myrtle Beach 33.6891,-78.8867",Myrtle Beach ," 33.6891 , -78.8867 "," 33.71 , -78.883611111111","Myrtle Beach 33.6891,-78.8867",[],
804,Horry County,33.9168,-78.9831,"Horry County 33.9168,-78.9831",Horry County ," 33.9168 , -78.9831 "," 33.91 , -78.98","Horry County 33.9168,-78.9831","[(33.90448, -78.97615)]",0.7092136133114072
805,North Myrtle Beach,33.816,-78.68,"North Myrtle Beach 33.816,-78.68",North Myrtle Beach ," 33.816 , -78.68 "," 33.822222222222 , -78.681111111111","North Myrtle Beach 33.816,-78.68",[],
806,North Charleston,32.8886,-80.0075,"North Charleston 32.8886,-80.0075",North Charleston ," 32.8886 , -80.0075 "," 32.885277777778 , -80.016944444444","North Charleston 32.8886,-80.0075",[],
807,Goose Creek,32.981,-80.0326,"Goose Creek 32.981,-80.0326",Goose Creek ," 32.981 , -80.0326 "," 32.995555555556 , -80.028888888889","Goose Creek 32.981,-80.0326","[(32.98101, -80.03259), (32.98101, -80.03259)]",1.6538213492152467
808,Berkeley County,33.1835,-79.9498,"Berkeley County 33.1835,-79.9498",Berkeley County ," 33.1835 , -79.9498 "," 33.2 , -79.95","Berkeley County 33.1835,-79.9498","[(33.19768, -79.95099)]",0.2739251838397019
809,Isle of Palms,32.7868,-79.7948,"Isle of Palms 32.7868,-79.7948",Isle of Palms ," 32.7868 , -79.7948 "," 32.796388888889 , -79.765","Isle of Palms 32.7868,-79.7948",[],
811,Swansea,33.7382,-81.0979,"Swansea 33.7382,-81.0979",Swansea ," 33.7382 , -81.0979 "," 33.73821 , -81.09787","Swansea 33.7382,-81.0979","[(51.62079, -3.94323), (51.62079, -3.94323), (33.73821, -81.09787), (51.62079, -3.94323)]",6295.9986830838
812,Lexington County,33.9001,-81.2998,"Lexington County 33.9001,-81.2998",Lexington County ," 33.9001 , -81.2998 "," 33.9 , -81.27","Lexington County 33.9001,-81.2998","[(33.90233, -81.27219), (33.90233, -81.27219), (33.90233, -81.27219), (33.90233, -81.27219), (33.90233, -81.27219), (33.90233, -81.27219), (33.90233, -81.27219), (33.90233, -81.27219)]",0.32859870260843427
813,Lexington,33.9815,-81.2362,"Lexington 33.9815,-81.2362",Lexington ," 33.9815 , -81.2362 "," 33.98154 , -81.23621","Lexington 33.9815,-81.2362","[(33.98154, -81.23621), (38.0498, -84.45855), (38.0498, -84.45855), (37.98869, -84.47772), (38.0498, -84.45855)]",537.1552451394365
814,West Columbia,33.9935,-81.074,"West Columbia 33.9935,-81.074",West Columbia ," 33.9935 , -81.074 "," 33.991055555556 , -81.073166666667","West Columbia 33.9935,-81.074","[(33.99349, -81.07398), (33.99349, -81.07398), (33.99349, -81.07398), (33.99349, -81.07398), (33.99349, -81.07398), (33.99349, -81.07398), (33.99349, -81.07398), (33.99349, -81.07398)]",0.28089166221463757
815,Gaston,33.8171,-81.1009,"Gaston 33.8171,-81.1009",Gaston ," 33.8171 , -81.1009 "," 33.815833333333 , -81.100833333333","Gaston 33.8171,-81.1009","[(33.8171, -81.10093)]",0.1411299387466846
816,Batesburg-Leesville,33.9101,-81.5373,"Batesburg-Leesville 33.9101,-81.5373",Batesburg-Leesville ," 33.9101 , -81.5373 "," 33.91014 , -81.53733","Batesburg-Leesville 33.9101,-81.5373",[],
817,Chapin,34.166,-81.3498,"Chapin 34.166,-81.3498",Chapin ," 34.166 , -81.3498 "," 34.165833333333 , -81.347222222222","Chapin 34.166,-81.3498",[],
818,Greer,34.9387,-82.2271,"Greer 34.9387,-82.2271",Greer ," 34.9387 , -82.2271 "," 34.930277777778 , -82.225","Greer 34.9387,-82.2271","[(34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706), (34.93873, -82.22706)]",0.9584223843455384
820,Lake Cunningham,34.9851,-82.2582,"Lake Cunningham 34.9851,-82.2582",Lake Cunningham ," 34.9851 , -82.2582 "," 37.336613888889 , -121.80831666667","Lake Cunningham 34.9851,-82.2582","[(34.98136, -82.26396)]",3533.9763931523157
821,Greenville,34.8526,-82.394,"Greenville 34.8526,-82.394",Greenville ," 34.8526 , -82.394 "," 34.844444444444 , -82.385555555556","Greenville 34.8526,-82.394","[(34.85262, -82.39401), (34.85262, -82.39401)]",1.1923271575938943
822,Spartanburg,34.9496,-81.932,"Spartanburg 34.9496,-81.932",Spartanburg ," 34.9496 , -81.932 "," 34.948055555556 , -81.934722222222","Spartanburg 34.9496,-81.932","[(34.94957, -81.93205), (34.94957, -81.93205)]",0.29610197325082344
824,Santa Ana,33.7456,-117.868,"Santa Ana 33.7456,-117.868",Santa Ana ," 33.7456 , -117.868 "," 33.740833333333 , -117.88138888889","Santa Ana 33.7456,-117.868","[(33.74557, -117.86783)]",1.3598336869788579
825,Columbia,35.6151,-87.0353,"Columbia 35.6151,-87.0353",Columbia ," 35.6151 , -87.0353 "," 35.615022 , -87.044464","Columbia 35.6151,-87.0353",[],
826,Woodbury,35.8276,-86.0717,"Woodbury 35.8276,-86.0717",Woodbury ," 35.8276 , -86.0717 "," 35.82757 , -86.07166","Woodbury 35.8276,-86.0717",[],
827,Cannon County,35.8001,-86.05,"Cannon County 35.8001,-86.05",Cannon County ," 35.8001 , -86.05 "," 35.81 , -86.06","Cannon County 35.8001,-86.05","[(35.80868, -86.06174)]",0.21485586941102194
828,Tennessee,35.7503,-86.2503,"Tennessee 35.7503,-86.2503",Tennessee ," 35.7503 , -86.2503 "," 36.0 , -86.0","Tennessee 35.7503,-86.2503","[(35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027)]",35.764357519625406
829,Maury County,35.6334,-87.0667,"Maury County 35.6334,-87.0667",Maury County ," 35.6334 , -87.0667 "," 35.62 , -87.08","Maury County 35.6334,-87.0667","[(35.61694, -87.07701)]",0.43453617844211145
830,Lawrenceburg,35.2423,-87.3347,"Lawrenceburg 35.2423,-87.3347",Lawrenceburg ," 35.2423 , -87.3347 "," 35.243611111111 , -87.334444444444","Lawrenceburg 35.2423,-87.3347","[(35.2423, -87.33474), (35.2423, -87.33474), (35.2423, -87.33474), (35.2423, -87.33474)]",0.1482392929576793
831,Williamson County,35.9001,-86.9,"Williamson County 35.9001,-86.9",Williamson County ," 35.9001 , -86.9 "," 35.89 , -86.9","Williamson County 35.9001,-86.9","[(35.89378, -86.8986), (35.89378, -86.8986)]",0.4388298413237067
832,Shelbyville,35.4834,-86.4603,"Shelbyville 35.4834,-86.4603",Shelbyville ," 35.4834 , -86.4603 "," 35.4889 , -86.4522","Shelbyville 35.4834,-86.4603",[],
833,Arkansas,34.7504,-92.5004,"Arkansas 34.7504,-92.5004",Arkansas ," 34.7504 , -92.5004 "," 34.8 , -92.2","Arkansas 34.7504,-92.5004","[(34.75037, -92.50044)]",27.99016869705464
834,Cleveland,41.4995,-81.6954,"Cleveland 41.4995,-81.6954",Cleveland ," 41.4995 , -81.6954 "," 41.482222222222 , -81.669722222222","Cleveland 41.4995,-81.6954","[(41.4995, -81.69541), (41.4995, -81.69541), (41.4995, -81.69541)]",2.8755605269789903
835,Geauga County,41.5006,-81.1665,"Geauga County 41.5006,-81.1665",Geauga County ," 41.5006 , -81.1665 "," 41.5 , -81.17","Geauga County 41.5006,-81.1665",[],
836,Medina County,41.1001,-81.8832,"Medina County 41.1001,-81.8832",Medina County ," 41.1001 , -81.8832 "," 41.12 , -81.9","Medina County 41.1001,-81.8832",[],
837,Fairfield,41.1412,-73.2637,"Fairfield 41.1412,-73.2637",Fairfield ," 41.1412 , -73.2637 "," 41.14121 , -73.26373","Fairfield 41.1412,-73.2637","[(38.24936, -122.03997), (38.24936, -122.03997)]",4130.939614762318
838,Bridgeport,41.167,-73.2048,"Bridgeport 41.167,-73.2048",Bridgeport ," 41.167 , -73.2048 "," 41.183333333333 , -73.2","Bridgeport 41.167,-73.2048",[],
839,Dayton,39.7589,-84.1916,"Dayton 39.7589,-84.1916",Dayton ," 39.7589 , -84.1916 "," 39.766666666667 , -84.2","Dayton 39.7589,-84.1916","[(39.75895, -84.19161)]",1.1182792425697978
840,Cincinnati,39.162,-84.4569,"Cincinnati 39.162,-84.4569",Cincinnati ," 39.162 , -84.4569 "," 39.133333333333 , -84.5","Cincinnati 39.162,-84.4569","[(39.12711, -84.51439)]",1.421087583506916
841,Kettering,39.6895,-84.1688,"Kettering 39.6895,-84.1688",Kettering ," 39.6895 , -84.1688 "," 39.697222222222 , -84.152222222222","Kettering 39.6895,-84.1688",[],
842,Beachwood,41.4645,-81.5087,"Beachwood 41.4645,-81.5087",Beachwood ," 41.4645 , -81.5087 "," 41.4822 , -81.5039","Beachwood 41.4645,-81.5087",[],
843,Ashland,40.8687,-82.3182,"Ashland 40.8687,-82.3182",Ashland ," 40.8687 , -82.3182 "," 40.866944444444 , -82.315277777778","Ashland 40.8687,-82.3182",[],
844,Wood County,39.2001,-81.5012,"Wood County 39.2001,-81.5012",Wood County ," 39.2001 , -81.5012 "," 39.21 , -81.51","Wood County 39.2001,-81.5012","[(39.21113, -81.51497)]",0.44625526851191766
845,Greenwood,37.8554,-81.6307,"Greenwood 37.8554,-81.6307",Greenwood ," 37.8554 , -81.6307 "," 53.18055556 , -4.19583333","Greenwood 37.8554,-81.6307",[],
846,Meigs County,39.1001,-82.0165,"Meigs County 39.1001,-82.0165",Meigs County ," 39.1001 , -82.0165 "," 39.08 , -82.02","Meigs County 39.1001,-82.0165","[(39.08224, -82.0229), (39.08224, -82.0229), (39.08224, -82.0229)]",0.3531248167339388
847,Pomeroy,39.0276,-82.0338,"Pomeroy 39.0276,-82.0338",Pomeroy ," 39.0276 , -82.0338 "," 39.0281 , -82.0319","Pomeroy 39.0276,-82.0338","[(39.02758, -82.03375)]",0.16994349069266435
848,Athens,39.3292,-82.1013,"Athens 39.3292,-82.1013",Athens ," 39.3292 , -82.1013 "," 39.329166666667 , -82.101111111111","Athens 39.3292,-82.1013","[(37.98376, 23.72784)]",8569.872331038305
851,Grove City,39.8815,-83.093,"Grove City 39.8815,-83.093",Grove City ," 39.8815 , -83.093 "," 39.8781 , -83.0781","Grove City 39.8815,-83.093","[(39.88145, -83.09296)]",1.3215894789437665
852,Dublin,40.0992,-83.1141,"Dublin 40.0992,-83.1141",Dublin ," 40.0992 , -83.1141 "," 40.09923 , -83.11408","Dublin 40.0992,-83.1141","[(40.09923, -83.11408), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889), (53.33306, -6.24889)]",5743.270437193987
853,DeKalb County,33.7504,-84.2333,"DeKalb County 33.7504,-84.2333",DeKalb County ," 33.7504 , -84.2333 "," 33.77 , -84.23","DeKalb County 33.7504,-84.2333","[(33.77153, -84.22641), (33.77153, -84.22641), (33.77153, -84.22641), (33.77153, -84.22641), (41.39758, -84.99909), (41.89353, -88.77031)]",0.3729043672234935
854,North Druid Hills,33.8168,-84.3133,"North Druid Hills 33.8168,-84.3133",North Druid Hills ," 33.8168 , -84.3133 "," 33.8197 , -84.3281","North Druid Hills 33.8168,-84.3133","[(33.81677, -84.31326), (33.81677, -84.31326), (33.81677, -84.31326)]",1.4091256668347083
855,Avondale Estates,33.7715,-84.2671,"Avondale Estates 33.7715,-84.2671",Avondale Estates ," 33.7715 , -84.2671 "," 33.7708 , -84.265","Avondale Estates 33.7715,-84.2671",[],
856,Clayton County,33.5334,-84.3666,"Clayton County 33.5334,-84.3666",Clayton County ," 33.5334 , -84.3666 "," 33.54 , -84.36","Clayton County 33.5334,-84.3666","[(33.54189, -84.35769), (33.54189, -84.35769)]",0.3000027893692418
857,Dunwoody,33.9462,-84.3346,"Dunwoody 33.9462,-84.3346",Dunwoody ," 33.9462 , -84.3346 "," 33.9428 , -84.3178","Dunwoody 33.9462,-84.3346",[],
858,Lovejoy,33.4362,-84.3144,"Lovejoy 33.4362,-84.3144",Lovejoy ," 33.4362 , -84.3144 "," 33.4442 , -84.315","Lovejoy 33.4362,-84.3144","[(33.43622, -84.31437), (33.43622, -84.31437)]",0.8892601954728494
859,Jonesboro,33.5215,-84.3538,"Jonesboro 33.5215,-84.3538",Jonesboro ," 33.5215 , -84.3538 "," 33.5244 , -84.3542","Jonesboro 33.5215,-84.3538","[(35.8423, -90.70428)]",635.088705197351
861,DeKalb,41.9295,-88.7504,"DeKalb 41.9295,-88.7504",DeKalb ," 41.9295 , -88.7504 "," 41.931388888889 , -88.750277777778","DeKalb 41.9295,-88.7504","[(41.92947, -88.75036), (41.92947, -88.75036), (41.92947, -88.75036), (41.92947, -88.75036), (41.92947, -88.75036), (41.92947, -88.75036), (41.92947, -88.75036)]",0.21347939569358593
862,DeKalb County,41.9167,-88.7504,"DeKalb County 41.9167,-88.7504",DeKalb County ," 41.9167 , -88.7504 "," 41.89 , -88.77","DeKalb County 41.9167,-88.7504","[(39.89318, -94.40471), (39.89318, -94.40471), (41.89353, -88.77031), (41.89353, -88.77031), (41.89353, -88.77031), (41.89353, -88.77031)]",0.39335648830655606
863,Sycamore,41.9889,-88.6868,"Sycamore 41.9889,-88.6868",Sycamore ," 41.9889 , -88.6868 "," 41.98361 , -88.69389","Sycamore 41.9889,-88.6868",[],
864,Hopkins Park,41.9467,-88.7373,"Hopkins Park 41.9467,-88.7373",Hopkins Park ," 41.9467 , -88.7373 "," 41.0725 , -87.605","Hopkins Park 41.9467,-88.7373","[(41.9467, -88.73731), (41.9467, -88.73731), (41.9467, -88.73731)]",135.41827903979978
865,Malta,41.9298,-88.8609,"Malta 41.9298,-88.8609",Malta ," 41.9298 , -88.8609 "," 41.92917 , -88.86167","Malta 41.9298,-88.8609","[(35.91667, 14.43333), (35.91667, 14.43333)]",8375.218513437741
866,Kirkland,42.0925,-88.8512,"Kirkland 42.0925,-88.8512",Kirkland ," 42.0925 , -88.8512 "," 42.0914 , -88.8503","Kirkland 42.0925,-88.8512",[],
867,Kishwaukee River,42.1861,-89.1312,"Kishwaukee River 42.1861,-89.1312",Kishwaukee River ," 42.1861 , -89.1312 "," 42.18613 , -89.13122","Kishwaukee River 42.1861,-89.1312","[(42.20002, -88.98371), (42.20002, -88.98371)]",12.250049644449156
868,Wisconsin,44.5002,-90.0004,"Wisconsin 44.5002,-90.0004",Wisconsin ," 44.5002 , -90.0004 "," 44.5 , -89.5","Wisconsin 44.5002,-90.0004",[],
869,West Allis,43.0167,-88.007,"West Allis 43.0167,-88.007",West Allis ," 43.0167 , -88.007 "," 43.058055555556 , -88.018333333333","West Allis 43.0167,-88.007","[(43.01668, -88.00703)]",4.691579205554827
871,Toronto,43.7001,-79.4163,"Toronto 43.7001,-79.4163",Toronto ," 43.7001 , -79.4163 "," 43.670277777778 , -79.386666666667","Toronto 43.7001,-79.4163","[(43.70011, -79.4163), (43.70011, -79.4163), (43.70011, -79.4163), (43.70011, -79.4163), (43.70011, -79.4163), (43.70011, -79.4163), (43.70011, -79.4163), (43.70011, -79.4163)]",4.08431629036319
872,Ontario,49.2501,-84.4998,"Ontario 49.2501,-84.4998",Ontario ," 49.2501 , -84.4998 "," 50.0 , -85.0","Ontario 49.2501,-84.4998","[(49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983)]",90.83080819524777
875,Cuyahoga Falls,41.1339,-81.4846,"Cuyahoga Falls 41.1339,-81.4846",Cuyahoga Falls ," 41.1339 , -81.4846 "," 41.145555555556 , -81.496666666667","Cuyahoga Falls 41.1339,-81.4846","[(41.13394, -81.48456)]",1.6419718273804977
876,Chestatee River,34.287,-83.9246,"Chestatee River 34.287,-83.9246",Chestatee River ," 34.287 , -83.9246 "," 34.28704 , -83.92463","Chestatee River 34.287,-83.9246","[(34.28704, -83.92463)]",0.0
877,Gainesville,34.2979,-83.8241,"Gainesville 34.2979,-83.8241",Gainesville ," 34.2979 , -83.8241 "," 34.3044 , -83.8339","Gainesville 34.2979,-83.8241","[(29.65163, -82.32483), (34.29788, -83.82407), (34.29788, -83.82407), (34.29788, -83.82407)]",1.157988190480626
878,Hall County,34.3168,-83.7832,"Hall County 34.3168,-83.7832",Hall County ," 34.3168 , -83.7832 "," 34.32 , -83.82","Hall County 34.3168,-83.7832","[(34.31689, -83.81968), (34.31689, -83.81968), (34.31689, -83.81968), (40.87257, -98.50217), (40.87257, -98.50217), (40.87257, -98.50217)]",741.0586672788178
879,Forsyth County,34.2168,-84.1166,"Forsyth County 34.2168,-84.1166",Forsyth County ," 34.2168 , -84.1166 "," 34.22 , -84.13","Forsyth County 34.2168,-84.1166","[(34.22551, -84.12502), (34.22551, -84.12502)]",0.7648731374511838
880,Buford,34.1207,-84.0043,"Buford 34.1207,-84.0043",Buford ," 34.1207 , -84.0043 "," 34.116944444444 , -83.998611111111","Buford 34.1207,-84.0043",[],
881,Gwinnett County,33.9501,-84.0499,"Gwinnett County 33.9501,-84.0499",Gwinnett County ," 33.9501 , -84.0499 "," 33.96 , -84.03","Gwinnett County 33.9501,-84.0499","[(33.96173, -84.02363), (33.96173, -84.02363), (33.96173, -84.02363)]",0.6181809382686914
882,Gainesville,33.6259,-97.1333,"Gainesville 33.6259,-97.1333",Gainesville ," 33.6259 , -97.1333 "," 33.6303 , -97.1403","Gainesville 33.6259,-97.1333","[(29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483), (29.65163, -82.32483)]",1469.0391934259758
883,Norman,35.2226,-97.4395,"Norman 35.2226,-97.4395",Norman ," 35.2226 , -97.4395 "," 35.221666666667 , -97.418333333333","Norman 35.2226,-97.4395","[(35.22257, -97.43948), (35.22257, -97.43948), (35.22257, -97.43948)]",1.9235399244068205
884,Oklahoma,35.5003,-97.5006,"Oklahoma 35.5003,-97.5006",Oklahoma ," 35.5003 , -97.5006 "," 35.5 , -98.0","Oklahoma 35.5003,-97.5006","[(35.49209, -97.50328)]",44.97666480365303
885,Sherman,33.6357,-96.6089,"Sherman 33.6357,-96.6089",Sherman ," 33.6357 , -96.6089 "," 33.6411 , -96.61","Sherman 33.6357,-96.6089","[(33.63566, -96.60888)]",0.6137230796172021
886,Cooke County,33.6334,-97.217,"Cooke County 33.6334,-97.217",Cooke County ," 33.6334 , -97.217 "," 33.633333333333 , -97.216666666667","Cooke County 33.6334,-97.217","[(33.63919, -97.21262), (33.63919, -97.21262), (33.63919, -97.21262), (33.63919, -97.21262)]",0.7513005607573229
887,Wichita Falls,33.9137,-98.4934,"Wichita Falls 33.9137,-98.4934",Wichita Falls ," 33.9137 , -98.4934 "," 33.896944444444 , -98.515","Wichita Falls 33.9137,-98.4934",[],
888,Callisburg,33.6979,-97.0089,"Callisburg 33.6979,-97.0089",Callisburg ," 33.6979 , -97.0089 "," 33.7003 , -97.0139","Callisburg 33.6979,-97.0089",[],
891,Aleutian Islands,52.0969,-173.501,"Aleutian Islands 52.0969,-173.501",Aleutian Islands ," 52.0969 , -173.501 "," 52.0 , -174.0","Aleutian Islands 52.0969,-173.501",[],
893,Japan,36,138,"Japan 36,138",Japan ," 36 , 138 "," 35.0 , 136.0","Japan 36,138",[],
894,Thackerville,33.7934,-97.1431,"Thackerville 33.7934,-97.1431",Thackerville ," 33.7934 , -97.1431 "," 33.79344 , -97.14307","Thackerville 33.7934,-97.1431",[],
895,Caddo,34.1268,-96.2633,"Caddo 34.1268,-96.2633",Caddo ," 34.1268 , -96.2633 "," 34.12676 , -96.26332","Caddo 34.1268,-96.2633",[],
896,Grayson County,33.6168,-96.6836,"Grayson County 33.6168,-96.6836",Grayson County ," 33.6168 , -96.6836 "," 33.62 , -96.68","Grayson County 33.6168,-96.6836",[],
897,Love County,33.9501,-97.2336,"Love County 33.9501,-97.2336",Love County ," 33.9501 , -97.2336 "," 33.95 , -97.25","Love County 33.9501,-97.2336",[],
898,Whitesboro,33.6562,-96.9069,"Whitesboro 33.6562,-96.9069",Whitesboro ," 33.6562 , -96.9069 "," 33.6597 , -96.9061","Whitesboro 33.6562,-96.9069",[],
899,Newberry,29.6464,-82.6065,"Newberry 29.6464,-82.6065",Newberry ," 29.6464 , -82.6065 "," 29.639722222222 , -82.608611111111","Newberry 29.6464,-82.6065",[],
900,Alachua County,29.7086,-82.3332,"Alachua County 29.7086,-82.3332",Alachua County ," 29.7086 , -82.3332 "," 29.683333333333 , -82.366666666667","Alachua County 29.7086,-82.3332",[],
901,Gainesville,29.6516,-82.3248,"Gainesville 29.6516,-82.3248",Gainesville ," 29.6516 , -82.3248 "," 29.665277777778 , -82.336111111111","Gainesville 29.6516,-82.3248","[(29.65163, -82.32483)]",1.8684882374532454
902,Chiefland,29.475,-82.8598,"Chiefland 29.475,-82.8598",Chiefland ," 29.475 , -82.8598 "," 29.481666666667 , -82.862222222222","Chiefland 29.475,-82.8598",[],
903,Levy County,29.2919,-82.7493,"Levy County 29.2919,-82.7493",Levy County ," 29.2919 , -82.7493 "," 29.28 , -82.79","Levy County 29.2919,-82.7493",[],
