,geoNameId,toponym,longitude,latitude,recall
6145,9850638.0,Hampton Inn I-10 & College Drive,-91.1374,30.4223,0.0
6146,4340551.0,Saint Rose,-90.32313,29.94687,0.0
6147,5358705.0,Huntington Beach,-117.99923000000001,33.6603,0.5
6153,6619911.0,Westminster Bridge,-0.12184,51.500890000000005,1.0
6154,7163824.0,City of New York,-73.93826999999999,40.66393,0.0
6162,7298466.0,Walkington,-0.5002300000000001,53.81805,0.0
6166,5375911.0,Murrieta,-117.21392,33.553909999999995,1.0
6194,4413842.0,Webb City,-94.463,37.14645,0.0
6195,8487707.0,Webb City High School,-94.4731,37.15231,0.0
6203,4140690.0,The Mall,-77.02303,38.889559999999996,1.0
6204,2337540.0,Imota,3.66945,6.66362,0.0
6206,1733399.0,Penampang,116.25,5.83333,1.0
6207,2965140.0,Cork,-8.47061,51.89797,0.0
6221,2212709.0,Sahara,13.0,26.0,0.0
6237,1736341.0,Pendang,100.60732,5.98458,0.0
6238,1733048.0,Kedah,100.66667,6.0,0.0
6244,1668284.0,Taiwan,121.0,24.0,1.0
6256,4584742.0,Laurens County,-82.00593,34.48357,1.0
6272,282239.0,Ramallah,35.20422,31.89964,1.0
6283,1880469.0,Marsiling,103.77083,1.4411100000000001,1.0
6312,4998830.0,Lansing,-84.55553,42.73253,0.0
6332,5379524.0,Orange County,-117.77617,33.67691,0.0
6340,8645356.0,Martin Place,151.20751,-33.86748,0.0
6354,5377985.0,Northridge,-118.53675,34.22834,0.5
6355,10164605.0,MatiÄ?la,77.39986999999999,30.63202,0.0
6364,6940309.0,Silicon Valley,-122.04,37.37,0.0
6384,300075.0,Suruç,38.425329999999995,36.97612,0.5
6386,172256.0,Ayn al Arab,38.35347,36.89095,0.0
6424,4160812.0,Key West,-81.78259,24.5557,0.0
6435,2135171.0,Port-Vila,168.32188,-17.733810000000002,1.0
6441,9883803.0,Calgary,-6.273619999999999,56.5822,0.0
6447,7038579.0,Aabpara Market,73.08689,33.70675,0.0
6450,6183235.0,Winnipeg,-97.14704,49.8844,1.0
6477,2653234.0,County of Cheshire,-2.58333,53.166669999999996,0.0
6478,2652002.0,Crewe,-2.44161,53.09786999999999,0.5
6488,7646047.0,Aggborough,-2.24266,52.38048,1.0
6578,1626196.0,Sumatera Selatan,103.83333,-2.75,0.0
6588,5938187.0,Deseronto,-77.04944,44.20012,1.0
6591,5279468.0,Wisconsin,-90.00041,44.500240000000005,0.0
6597,4193414.0,Emory University Hospital,-84.32215,33.7922,0.0
6611,6296589.0,Luton Airport,-0.36833,51.87472,0.0
6613,1729564.0,Bacolod City,122.95,10.66667,0.0
6617,6509350.0,Best Western St  Louis Inn,-90.3716,38.4629,0.0
6632,5344994.0,East Los Angeles,-118.17201999999999,34.0239,0.0
6640,2641673.0,Newcastle upon Tyne,-1.61396,54.97328,0.25
6646,6545267.0,Bastille,2.37215,48.85331,0.0
6647,6343014.0,Stonewall Inn,-74.00278,40.73389,0.0
6650,10346596.0,University of Melbourne Burnley Campus,145.02221,-37.828990000000005,0.0
6653,294801.0,Haifa,34.9885,32.81841,1.0
6658,2638182.0,River Severn,-2.63611,51.611670000000004,0.0
6670,3190538.0,Republic of Slovenia,15.0,46.08333,0.0
6671,3041565.0,Principality of Andorra,1.58333,42.55,0.0
6676,128231.0,Kerman,57.25,29.75,1.0
6696,9681265.0,Walnut Grove Correctional Facility,-89.44574,32.5834,0.0
6712,1114957.0,Jhelum River,72.12833,31.198140000000002,0.0
6714,4974108.0,Ogunquit,-70.59921999999999,43.248979999999996,1.0
6720,699675.0,Novoazovs'k,38.08599,47.113890000000005,0.0
6725,2593110.0,Canary Islands,-15.5,28.0,1.0
6735,2064487.0,North Mount Lofty Ranges,138.83333000000002,-33.83333,0.0
6737,2642713.0,Merseyside,-3.08333,53.4,1.0
6739,2179537.0,Wellington,174.77557,-41.286640000000006,1.0
6740,2185983.0,North Island,176.0,-39.0,0.0
6755,9781089.0,Kuala Krai,102.21405,5.57362,1.0
6757,4531300.0,Bray,-97.81753,34.637859999999996,1.0
6768,4218896.0,Ringgold,-85.10911999999999,34.91591,1.0
6772,2651501.0,River Dart,-3.6166699999999996,50.4,0.0
6773,719819.0,Hungary,20.0,47.0,1.0
6779,3595528.0,Republic of Guatemala,-90.25,15.5,0.0
6780,3608932.0,Republic of Honduras,-86.5,15.0,0.0
6797,2110769.0,T?hoku Chih?,141.0,39.0,0.0
6809,5405380.0,Vallejo,-122.25663999999999,38.10409,0.0
6817,1278341.0,State of ArunÄ?chal Pradesh,93.37,27.06,0.0
6841,10682123.0,SahÃ?Â?ranpur,75.40975,32.19441,0.0
6842,1262801.0,MorÃ?Â?dÃ?Â?bÃ?Â?d,78.77684,28.838929999999998,0.0
6858,4902476.0,Moline,-90.51513,41.5067,0.5
6866,1085599.0,Province of the Western Cape,20.0,-34.0,0.0
6867,8334583.0,City of Cape Town,18.41667,-33.91667,0.0
6879,3178832.0,Chiavari,9.322410000000001,44.31771,1.0
6897,4503134.0,Mount Holly,-74.78766,39.99289,0.0
6899,4056014.0,Coatopa,-88.06945999999999,32.48514,0.0
6900,4047321.0,Bellamy,-88.13363000000001,32.44903,1.0
6901,2647261.0,Hayes,-0.4234,51.51579,1.0
6924,2130037.0,Hokkaido,141.3466,43.06451,1.0
6931,169577.0,Homs,36.72339,34.726820000000004,1.0
6935,2964540.0,Dundalk,-6.41667,54.0,0.5
6937,2147291.0,State of Tasmania,147.0,-42.0,0.0
6948,922704.0,Lubumbashi,27.47938,-11.66089,0.0
6950,8864376.0,Loma Prieta,-101.00111,22.580560000000002,1.0
6958,1835841.0,Republic of Korea,127.75,36.5,0.0
6959,1880251.0,Republic of Singapore,103.8,1.36667,0.0
6972,8715015.0,M53 Motorway,-3.0857200000000002,53.40781,0.0
6973,2633773.0,Wirral,-3.08333,53.333330000000004,1.0
6981,4500995.0,South Jersey Regional Airport,-74.84213000000001,39.94383,0.0
6998,693468.0,Sloviansk,37.61667,48.86667,0.0
7005,1085597.0,Limpopo,29.5,-24.0,1.0
7010,4274277.0,Lawrence,-95.23525,38.97167,0.0
7015,4350197.0,Camden Yards,-76.62163000000001,39.28372,0.0
7018,5404884.0,University of California - Los Angeles,-118.44455,34.07062,0.0
7022,1699597.0,Mindanao,125.0,8.0,1.0
7023,7521311.0,National Capital Region,120.97175,14.59455,0.0
7033,4671654.0,Austin,-97.74306,30.26715,0.0
7058,1703417.0,Makati City,121.03268999999999,14.550270000000001,1.0
7068,5412347.0,Aurora,-104.83192,39.72943,1.0
7074,8347595.0,Emalahleni,29.1621,-26.01795,0.0
7076,964137.0,Pretoria,28.187829999999998,-25.74486,0.0
7101,4161743.0,Lee County,-81.84952,26.625359999999997,1.0
7116,289688.0,State of Qatar,51.25,25.5,0.0
7160,9407085.0,Akobo,33.0,7.8,0.0
7163,6275220.0,Place des Martyrs,35.50694,33.89611,0.0
7173,6948418.0,Market Street,-122.40799999999999,37.7841,0.0
7185,986822.0,Krugersdorp,27.77515,-26.08577,1.0
7226,7667644.0,Machakos,37.408,-1.2819999999999998,1.0
7228,9951418.0,Novotel Nottingham East Midlands,-1.2981,52.91055,0.0
7240,2648404.0,Gloucester,-2.2431,51.86568,0.0
7241,2648402.0,Gloucestershire,-2.16667,51.83333,0.0
7242,2647126.0,Hempsted,-2.26667,51.85,0.0
7244,146669.0,Republic of Cyprus,33.0,35.0,0.0
7256,798549.0,RomÃ¢nia,25.0,46.0,0.0
7264,1278668.0,AnantnÃ?Â?g,75.16667,33.83333,0.0
7272,9957519.0,Novotel Nathan Road Kowloon Hong Kong,114.17192,22.30734,0.0
7283,4994374.0,Grand Traverse County,-85.5522,44.71624,0.0
7286,6931001.0,Waterloo,-0.11364,51.50479,1.0
7297,5211655.0,Shanksville,-78.90725,40.01786,0.0
7327,2633352.0,York,-1.08271,53.95763,1.0
7343,3589805.0,San Marcos,-91.79444000000001,14.96389,0.0
7348,5397675.0,South Los Angeles,-118.27813,33.92752,0.0
7429,4904089.0,Northern Illinois University,-88.77592,41.937529999999995,0.0
7445,4554564.0,Wakita,-97.92200000000001,36.883359999999996,1.0
7453,5080889.0,The Nebraska Medical Center,-95.97742,41.2564,0.0
7455,9794863.0,Hampton Inn Manhattan-35Th St Empire State Bldg,-73.986,40.7499,0.0
7459,2324774.0,Port Harcourt,7.0134,4.777419999999999,1.0
7475,710229.0,Debalâ??tseve,38.4049,48.340720000000005,0.0
7492,614540.0,Georgia,43.4999,41.99998,1.0
7497,2194028.0,Mount Alexander,172.81667,-42.9,0.0
7500,7521863.0,Kenga-mine (Mt. Fuji),138.72734,35.36068,0.0
7504,1149361.0,Islamic Republic of Afghanistan,66.0,33.0,0.0
7546,2654409.0,Buckingham Palace,-0.14289000000000002,51.50094,0.0
7552,4250542.0,Springfield,-89.64371,39.80172,1.0
7558,284572.0,Kalandia,35.21667,31.866670000000003,0.0
7594,5389489.0,Sacramento,-121.4944,38.58157,1.0
7607,625144.0,Minsk,27.566670000000002,53.9,1.0
7608,3352137.0,Khomas,17.08333,-22.75,1.0
7610,3355338.0,Republic of Namibia,17.0,-22.0,0.0
7624,3333158.0,Kent,0.66667,51.16667,1.0
7629,7275604.0,Martin US 131 Raceway,-85.66,42.51389,0.0
