,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
214,Eritrea,Eritrea,15,39,https://en.wikipedia.org/wiki/Eritrea,"Eritrea 15,39",Eritrea ," 15 , 39 "," 15.483333 , 38.25","Eritrea 15,39","[(15.0, 39.0)]",96.76088530639957
215,Ethiopia,Ethiopia,8,38,https://en.wikipedia.org/wiki/Ethiopia,"Ethiopia 8,38",Ethiopia ," 8 , 38 "," 9.0 , 40.0","Ethiopia 8,38","[(9.0, 39.5)]",54.91303959884467
216,Niger,Niger,16,8,https://en.wikipedia.org/wiki/Niger,"Niger 16,8",Niger ," 16 , 8 "," 17.0 , 10.0","Niger 16,8","[(18.0, 9.0), (18.0, 9.0), (18.0, 9.0)]",153.6563159518102
217,Afghanistan,Afghanistan,33,65,https://en.wikipedia.org/wiki/Afghanistan,"Afghanistan 33,65",Afghanistan ," 33 , 65 "," 34.0 , 66.0","Afghanistan 33,65","[(33.0, 66.0)]",111.19508372419182
218,Pakistan,Pakistan,30,70,https://en.wikipedia.org/wiki/Pakistan,"Pakistan 30,70",Pakistan ," 30 , 70 "," 30.0 , 71.0","Pakistan 30,70","[(30.0, 70.0)]",96.29746171213266
219,Peru,Peru,-10,-76,https://en.wikipedia.org/wiki/Peru,"Peru -10,-76",Peru ," -10 , -76 "," -9.4 , -76.0","Peru -10,-76","[(-10.0, -75.25), (-10.0, -75.25), (-10.0, -75.25), (-10.0, -75.25), (-10.0, -75.25), (-10.0, -75.25), (-10.0, -75.25)]",105.8706674580369
220,South Africa,South Africa,-30,25,https://en.wikipedia.org/wiki/South_Africa,"South Africa -30,25",South Africa ," -30 , 25 "," -29.0 , 24.0","South Africa -30,25","[(-29.0, 24.0), (-29.0, 24.0)]",0.0
221,KwaZulu-Natal,KwaZulu-Natal,-29,31,https://en.wikipedia.org/wiki/KwaZulu-Natal,"KwaZulu-Natal -29,31",KwaZulu-Natal ," -29 , 31 "," -29.0 , 31.0","KwaZulu-Natal -29,31",[],
222,Johannesburg,Johannesburg,-26.20,28.04,https://en.wikipedia.org/wiki/Johannesburg,"Johannesburg -26.20,28.04",Johannesburg ," -26.20 , 28.04 "," -26.204361111111 , 28.041638888889","Johannesburg -26.20,28.04","[(-26.20227, 28.04363)]",0.30582272851258707
223,Mozambique,Mozambique,-18.25,35,https://en.wikipedia.org/wiki/Mozambique,"Mozambique -18.25,35",Mozambique ," -18.25 , 35 "," -19.0 , 35.0","Mozambique -18.25,35","[(-18.25, 35.0)]",83.39631279314418
224,Botswana,Botswana,-24.65,25.90,https://en.wikipedia.org/wiki/Botswana,"Botswana -24.65,25.90",Botswana ," -24.65 , 25.90 "," -22.2 , 23.7","Botswana -24.65,25.90","[(-22.0, 24.0)]",38.07694332590315
225,Dallas,Dallas,32.77,-96.79,https://en.wikipedia.org/wiki/Dallas,"Dallas 32.77,-96.79",Dallas ," 32.77 , -96.79 "," 32.779166666667 , -96.808888888889","Dallas 32.77,-96.79","[(32.78306, -96.80667)]",0.4800513319790539
226,Dallas County,"Dallas County, Texas",32.77,-96.78,"https://en.wikipedia.org/wiki/Dallas_County,_Texas","Dallas County, Texas 32.77,-96.78","Dallas County, Texas "," 32.77 , -96.78 "," 32.77 , -96.78","Dallas County, Texas 32.77,-96.78","[(32.76663, -96.77787), (32.76663, -96.77787), (32.76663, -96.77787)]",0.42436247094009855
227,Libya,Libya,27,17,https://en.wikipedia.org/wiki/Libya,"Libya 27,17",Libya ," 27 , 17 "," 27.0 , 17.0","Libya 27,17","[(28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0), (28.0, 17.0)]",111.19508372419182
228,Sofia,Sofia,42.7,23.33,https://en.wikipedia.org/wiki/Sofia,"Sofia 42.7,23.33",Sofia ," 42.7 , 23.33 "," 42.69751 , 23.32415","Sofia 42.7,23.33",[],
229,Benghazi,Benghazi,32.11,20.06,https://en.wikipedia.org/wiki/Benghazi,"Benghazi 32.11,20.06",Benghazi ," 32.11 , 20.06 "," 32.116666666667 , 20.066666666667","Benghazi 32.11,20.06",[],
230,Qatar,Qatar,25.5,51.25,https://en.wikipedia.org/wiki/Qatar,"Qatar 25.5,51.25",Qatar ," 25.5 , 51.25 "," 25.269535 , 51.212767","Qatar 25.5,51.25","[(25.5, 51.25)]",25.898105402657205
231,Tripoli,Tripoli,32.88,13.19,https://en.wikipedia.org/wiki/Tripoli,"Tripoli 32.88,13.19",Tripoli ," 32.88 , 13.19 "," 32.87519 , 13.18746","Tripoli 32.88,13.19",[],
232,Paris,Paris,48.85,2.35,https://en.wikipedia.org/wiki/Paris,"Paris 48.85,2.35",Paris ," 48.85 , 2.35 "," 48.856577777778 , 2.3518277777778","Paris 48.85,2.35","[(48.85341, 2.3488), (48.85341, 2.3488)]",0.4161072220801152
233,Cameroon,Cameroon,6,12,https://en.wikipedia.org/wiki/Cameroon,"Cameroon 6,12",Cameroon ," 6 , 12 "," 7.0 , 12.0","Cameroon 6,12","[(6.0, 12.5), (6.0, 12.5)]",124.1601401565498
234,Athens,Athens,37.98,23.72,https://en.wikipedia.org/wiki/Athens,"Athens 37.98,23.72",Athens ," 37.98 , 23.72 "," 37.979444444444 , 23.716111111111","Athens 37.98,23.72","[(37.98376, 23.72784), (37.98376, 23.72784), (37.98376, 23.72784), (37.98376, 23.72784)]",1.134465131476034
235,Hollywood,Hollywood,34.1,-118.33,https://en.wikipedia.org/wiki/Hollywood,"Hollywood 34.1,-118.33",Hollywood ," 34.1 , -118.33 "," 34.1 , -118.33333333333","Hollywood 34.1,-118.33","[(34.09834, -118.32674)]",0.6345359549425605
236,Toronto,Toronto,43.7,-79.4,https://en.wikipedia.org/wiki/Toronto,"Toronto 43.7,-79.4",Toronto ," 43.7 , -79.4 "," 43.670277777778 , -79.386666666667","Toronto 43.7,-79.4","[(43.70011, -79.4163)]",4.08431629036319
237,Alberta,Alberta,55,-115,https://en.wikipedia.org/wiki/Alberta,"Alberta 55,-115",Alberta ," 55 , -115 "," 55.0 , -115.0","Alberta 55,-115","[(52.28333, -117.469), (52.28333, -117.469), (52.28333, -117.469), (52.28333, -117.469)]",343.084886254662
238,Washington,Washington (state),47.5,-120.5,https://en.wikipedia.org/wiki/Washington_(state),"Washington (state) 47.5,-120.5",Washington (state) ," 47.5 , -120.5 "," 47.5 , -120.5","Washington (state) 47.5,-120.5","[(38.89511, -77.03637), (38.89511, -77.03637), (38.89511, -77.03637), (38.89511, -77.03637)]",3599.811855143666
239,British Columbia,British Columbia,54,-125,https://en.wikipedia.org/wiki/British_Columbia,"British Columbia 54,-125",British Columbia ," 54 , -125 "," 54.5 , -124.5","British Columbia 54,-125","[(53.99983, -125.0032), (53.99983, -125.0032)]",64.51222325361421
240,Fraser Valley,Fraser Valley,49.10,-122.29,https://en.wikipedia.org/wiki/Fraser_Valley,"Fraser Valley 49.10,-122.29",Fraser Valley ," 49.10 , -122.29 "," 49.108333333333 , -122.29166666667","Fraser Valley 49.10,-122.29",[],
241,Vancouver,Vancouver,49.25,-123.1,https://en.wikipedia.org/wiki/Vancouver,"Vancouver 49.25,-123.1",Vancouver ," 49.25 , -123.1 "," 49.25 , -123.1","Vancouver 49.25,-123.1","[(49.24966, -123.11934)]",1.4042821173132283
242,Little Rock,"Little Rock, Arkansas",34.73,-92.33,"https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","Little Rock, Arkansas 34.73,-92.33","Little Rock, Arkansas "," 34.73 , -92.33 "," 34.736111111111 , -92.331111111111","Little Rock, Arkansas 34.73,-92.33","[(34.74648, -92.28959)]",3.965223091207411
243,Arkansas,Arkansas,34.8,-92.2,https://en.wikipedia.org/wiki/Arkansas,"Arkansas 34.8,-92.2",Arkansas ," 34.8 , -92.2 "," 34.8 , -92.2","Arkansas 34.8,-92.2","[(34.75037, -92.50044), (34.75037, -92.50044)]",27.99016869705464
244,American South,Southern United States,34,-90,https://en.wikipedia.org/wiki/Southern_United_States,"Southern United States 34,-90",Southern United States ," 34 , -90 "," 33.9 , -89.5","Southern United States 34,-90",[],
245,Spain,Spain,40,-4,https://en.wikipedia.org/wiki/Spain,"Spain 40,-4",Spain ," 40 , -4 "," 40.0 , -3.0","Spain 40,-4","[(40.0, -4.0), (40.0, -4.0), (40.0, -4.0), (40.0, -4.0)]",85.17992927963708
246,Alabama,Alabama,32.7,-86.7,https://en.wikipedia.org/wiki/Alabama,"Alabama 32.7,-86.7",Alabama ," 32.7 , -86.7 "," 32.7 , -86.7","Alabama 32.7,-86.7","[(32.75041, -86.75026), (32.75041, -86.75026), (32.75041, -86.75026), (32.75041, -86.75026), (32.75041, -86.75026)]",7.316068457212145
247,Georgia,Georgia (U.S. state),33,-83.5,https://en.wikipedia.org/wiki/Georgia_(U.S._state),"Georgia (U.S. state) 33,-83.5",Georgia (U.S. state) ," 33 , -83.5 "," 33.0 , -83.5","Georgia (U.S. state) 33,-83.5","[(32.75042, -83.50018)]",27.75207408681998
248,Seoul,Seoul,37.56,126.96,https://en.wikipedia.org/wiki/Seoul,"Seoul 37.56,126.96",Seoul ," 37.56 , 126.96 "," 37.566 , 126.9784","Seoul 37.56,126.96",[],
249,California,California,37,-120,https://en.wikipedia.org/wiki/California,"California 37,-120",California ," 37 , -120 "," 37.0 , -120.0","California 37,-120","[(38.3004, -76.50745), (38.3004, -76.50745), (38.3004, -76.50745), (38.3004, -76.50745), (38.3004, -76.50745), (41.79644, -84.88329), (22.85, -82.66667), (41.79644, -84.88329)]",3796.097183964684
250,Winnipeg,Winnipeg,49.89,-97.13,https://en.wikipedia.org/wiki/Winnipeg,"Winnipeg 49.89,-97.13",Winnipeg ," 49.89 , -97.13 "," 49.883333 , -97.15","Winnipeg 49.89,-97.13","[(49.8844, -97.14704)]",0.2430081094948857
251,East Providence,"East Providence, Rhode Island",41.81,-71.37,"https://en.wikipedia.org/wiki/East_Providence,_Rhode_Island","East Providence, Rhode Island 41.81,-71.37","East Providence, Rhode Island "," 41.81 , -71.37 "," 41.813611111111 , -71.37","East Providence, Rhode Island 41.81,-71.37","[(41.81371, -71.37005)]",0.011750830124945181
252,Barrington,"Barrington, Rhode Island",41.74,-71.31,"https://en.wikipedia.org/wiki/Barrington,_Rhode_Island","Barrington, Rhode Island 41.74,-71.31","Barrington, Rhode Island "," 41.74 , -71.31 "," 41.745277777778 , -71.318055555556","Barrington, Rhode Island 41.74,-71.31","[(41.74066, -71.30866)]",0.933439225313718
253,Rhode Island,Rhode Island,41.7,-71.5,https://en.wikipedia.org/wiki/Rhode_Island,"Rhode Island 41.7,-71.5",Rhode Island ," 41.7 , -71.5 "," 41.7 , -71.5","Rhode Island 41.7,-71.5","[(41.75038, -71.49978), (41.75038, -71.49978), (41.75038, -71.49978)]",5.602038070392983
254,Massachusetts,Massachusetts,42.3,-71.8,https://en.wikipedia.org/wiki/Massachusetts,"Massachusetts 42.3,-71.8",Massachusetts ," 42.3 , -71.8 "," 42.3 , -71.8","Massachusetts 42.3,-71.8","[(42.36565, -71.10832), (42.36565, -71.10832)]",57.32295984136303
255,Hammond,"Hammond, Indiana",41.61,-87.49,"https://en.wikipedia.org/wiki/Hammond,_Indiana","Hammond, Indiana 41.61,-87.49","Hammond, Indiana "," 41.61 , -87.49 "," 41.6111 , -87.4931","Hammond, Indiana 41.61,-87.49","[(41.58337, -87.50004), (41.58337, -87.50004)]",3.1369794237581017
256,Indiana,Indiana,40,-86,https://en.wikipedia.org/wiki/Indiana,"Indiana 40,-86",Indiana ," 40 , -86 "," 39.933333333333 , -86.216666666667","Indiana 40,-86","[(40.00032, -86.25027)]",7.9801276103378225
257,Vermont,Vermont,44,-72.7,https://en.wikipedia.org/wiki/Vermont,"Vermont 44,-72.7",Vermont ," 44 , -72.7 "," 44.0 , -72.7","Vermont 44,-72.7","[(44.00034, -72.74983), (44.00034, -72.74983), (44.00034, -72.74983)]",3.985922486842965
258,Brattleboro,"Brattleboro, Vermont",42.85,-72.58,"https://en.wikipedia.org/wiki/Brattleboro,_Vermont","Brattleboro, Vermont 42.85,-72.58","Brattleboro, Vermont "," 42.85 , -72.58 "," 42.85092 , -72.55787","Brattleboro, Vermont 42.85,-72.58","[(42.85092, -72.55787)]",0.0
259,Longview,"Longview, Texas",32.50,-94.75,"https://en.wikipedia.org/wiki/Longview,_Texas","Longview, Texas 32.50,-94.75","Longview, Texas "," 32.50 , -94.75 "," 32.5092 , -94.7539","Longview, Texas 32.50,-94.75",[],
260,Tyler,"Tyler, Texas",32.35,-95.3,"https://en.wikipedia.org/wiki/Tyler,_Texas","Tyler, Texas 32.35,-95.3","Tyler, Texas "," 32.35 , -95.3 "," 32.35 , -95.3","Tyler, Texas 32.35,-95.3",[],
261,Fairfield,"Fairfield, Texas",31.72,-96.15,"https://en.wikipedia.org/wiki/Fairfield,_Texas","Fairfield, Texas 31.72,-96.15","Fairfield, Texas "," 31.72 , -96.15 "," 31.7219 , -96.1581","Fairfield, Texas 31.72,-96.15","[(39.34589, -84.5605)]",1347.073921803659
262,Malakoff,"Malakoff, Texas",32.17,-96.01,"https://en.wikipedia.org/wiki/Malakoff,_Texas","Malakoff, Texas 32.17,-96.01","Malakoff, Texas "," 32.17 , -96.01 "," 32.17806 , -96.01806","Malakoff, Texas 32.17,-96.01","[(48.81999, 2.29998), (48.81999, 2.29998)]",7930.983069165192
263,Austin,"Austin, Texas",30.26,-97.73,"https://en.wikipedia.org/wiki/Austin,_Texas","Austin, Texas 30.26,-97.73","Austin, Texas "," 30.26 , -97.73 "," 30.3 , -97.733333333333","Austin, Texas 30.26,-97.73",[],
265,Abilene,"Abilene, Texas",32.45,-99.75,"https://en.wikipedia.org/wiki/Abilene,_Texas","Abilene, Texas 32.45,-99.75","Abilene, Texas "," 32.45 , -99.75 "," 32.446388888889 , -99.745555555556","Abilene, Texas 32.45,-99.75","[(32.44874, -99.73314)]",1.1939939058852413
266,Houston,Houston,29.76,-95.38,https://en.wikipedia.org/wiki/Houston,"Houston 29.76,-95.38",Houston ," 29.76 , -95.38 "," 29.762777777778 , -95.383055555556","Houston 29.76,-95.38",[],
267,New Jersey,New Jersey,40,-74.5,https://en.wikipedia.org/wiki/New_Jersey,"New Jersey 40,-74.5",New Jersey ," 40 , -74.5 "," 40.0 , -74.5","New Jersey 40,-74.5","[(40.16706, -74.49987)]",18.576253979363546
268,Lubbock,"Lubbock, Texas",33.56,-101.88,"https://en.wikipedia.org/wiki/Lubbock,_Texas","Lubbock, Texas 33.56,-101.88","Lubbock, Texas "," 33.56 , -101.88 "," 33.566666666667 , -101.88333333333","Lubbock, Texas 33.56,-101.88",[],
269,Dugway Proving Ground,Dugway Proving Ground,40.18,-113.21,https://en.wikipedia.org/wiki/Dugway_Proving_Ground,"Dugway Proving Ground 40.18,-113.21",Dugway Proving Ground ," 40.18 , -113.21 "," 40.188611111111 , -113.21277777778","Dugway Proving Ground 40.18,-113.21","[(40.18868, -113.21268)]",0.011298750179789893
270,Dugway,Dugway Proving Ground,40.18,-113.21,https://en.wikipedia.org/wiki/Dugway_Proving_Ground,"Dugway Proving Ground 40.18,-113.21",Dugway Proving Ground ," 40.18 , -113.21 "," 40.188611111111 , -113.21277777778","Dugway Proving Ground 40.18,-113.21",[],
271,Utah,Utah,39,-111,https://en.wikipedia.org/wiki/Utah,"Utah 39,-111",Utah ," 39 , -111 "," 39.5 , -111.5","Utah 39,-111","[(39.25024, -111.75103), (39.25024, -111.75103), (39.25024, -111.75103)]",35.169067199466475
272,Fort Detrick,Fort Detrick,39.43,-77.42,https://en.wikipedia.org/wiki/Fort_Detrick,"Fort Detrick 39.43,-77.42",Fort Detrick ," 39.43 , -77.42 "," 39.4356 , -77.4272","Fort Detrick 39.43,-77.42",[],
273,Midland,"Midland, Michigan",43.61,-84.24,"https://en.wikipedia.org/wiki/Midland,_Michigan","Midland, Michigan 43.61,-84.24","Midland, Michigan "," 43.61 , -84.24 "," 43.615555555556 , -84.247222222222","Midland, Michigan 43.61,-84.24",[],
274,Lansing,"Lansing, Michigan",42.73,-84.54,"https://en.wikipedia.org/wiki/Lansing,_Michigan","Lansing, Michigan 42.73,-84.54","Lansing, Michigan "," 42.73 , -84.54 "," 42.7335 , -84.5467","Lansing, Michigan 42.73,-84.54","[(42.73253, -84.55553)]",0.7292149198951745
275,Frederick,"Frederick, Maryland",39.41,-77.41,"https://en.wikipedia.org/wiki/Frederick,_Maryland","Frederick, Maryland 39.41,-77.41","Frederick, Maryland "," 39.41 , -77.41 "," 39.426294 , -77.420403","Frederick, Maryland 39.41,-77.41",[],
276,New York City,New York City,40.71,-74.00,https://en.wikipedia.org/wiki/New_York_City,"New York City 40.71,-74.00",New York City ," 40.71 , -74.00 "," 40.67 , -73.94","New York City 40.71,-74.00",[],
277,New York,New York City,40.71,-74.00,https://en.wikipedia.org/wiki/New_York_City,"New York City 40.71,-74.00",New York City ," 40.71 , -74.00 "," 40.67 , -73.94","New York City 40.71,-74.00",[],
278,Florida,Florida,28.1,-81.6,https://en.wikipedia.org/wiki/Florida,"Florida 28.1,-81.6",Florida ," 28.1 , -81.6 "," 28.133333333333 , -81.631666666667","Florida 28.1,-81.6","[(28.75054, -82.5001), (28.75054, -82.5001)]",109.17730433346416
279,Frederick County,"Frederick County, Maryland",39.47,-77.4,"https://en.wikipedia.org/wiki/Frederick_County,_Maryland","Frederick County, Maryland 39.47,-77.4","Frederick County, Maryland "," 39.47 , -77.4 "," 39.47 , -77.4","Frederick County, Maryland 39.47,-77.4","[(39.47222, -77.39799)]",0.3011702617638308
280,Tustin,"Tustin, California",33.73,-117.81,"https://en.wikipedia.org/wiki/Tustin,_California","Tustin, California 33.73,-117.81","Tustin, California "," 33.73 , -117.81 "," 33.739722222222 , -117.81361111111","Tustin, California 33.73,-117.81","[(33.74585, -117.82617)]",1.346380799230037
281,Glendale,"Glendale, California",34.14,-118.25,"https://en.wikipedia.org/wiki/Glendale,_California","Glendale, California 34.14,-118.25","Glendale, California "," 34.14 , -118.25 "," 34.170833333333 , -118.25","Glendale, California 34.14,-118.25","[(34.14251, -118.25508)]",3.183914550309926
282,Los Angeles,Los Angeles,34.05,-118.25,https://en.wikipedia.org/wiki/Los_Angeles,"Los Angeles 34.05,-118.25",Los Angeles ," 34.05 , -118.25 "," 34.05223 , -118.24368","Los Angeles 34.05,-118.25","[(34.05223, -118.24368)]",0.0
283,San Fernando Valley,San Fernando Valley,34.23,-118.46,https://en.wikipedia.org/wiki/San_Fernando_Valley,"San Fernando Valley 34.23,-118.46",San Fernando Valley ," 34.23 , -118.46 "," 34.238486111111 , -118.46283055556","San Fernando Valley 34.23,-118.46",[],
284,Santa Monica,"Santa Monica, California",34.02,-118.48,"https://en.wikipedia.org/wiki/Santa_Monica,_California","Santa Monica, California 34.02,-118.48","Santa Monica, California "," 34.02 , -118.48 "," 34.021944444444 , -118.48138888889","Santa Monica, California 34.02,-118.48","[(34.01949, -118.49138)]",0.9604000127431339
285,Liverpool,Liverpool,53.4,-3,https://en.wikipedia.org/wiki/Liverpool,"Liverpool 53.4,-3",Liverpool ," 53.4 , -3 "," 53.416666666667 , -3.0","Liverpool 53.4,-3","[(53.41058, -2.97794)]",1.6111043666253009
286,Port-au-Prince,Port-au-Prince,18.53,-72.33,https://en.wikipedia.org/wiki/Port-au-Prince,"Port-au-Prince 18.53,-72.33",Port-au-Prince ," 18.53 , -72.33 "," 18.5425 , -72.338611111111","Port-au-Prince 18.53,-72.33",[],
287,Port-Au-Prince,Port-au-Prince,18.53,-72.33,https://en.wikipedia.org/wiki/Port-au-Prince,"Port-au-Prince 18.53,-72.33",Port-au-Prince ," 18.53 , -72.33 "," 18.5425 , -72.338611111111","Port-au-Prince 18.53,-72.33",[],
288,Artibonite,Artibonite (department),19.45,-72.68,https://en.wikipedia.org/wiki/Artibonite_(department),"Artibonite (department) 19.45,-72.68",Artibonite (department) ," 19.45 , -72.68 "," 19.45 , -72.6833","Artibonite (department) 19.45,-72.68",[],
289,Saint-Marc,Saint-Marc,19.11,-72.7,https://en.wikipedia.org/wiki/Saint-Marc,"Saint-Marc 19.11,-72.7",Saint-Marc ," 19.11 , -72.7 "," 19.116666666667 , -72.7","Saint-Marc 19.11,-72.7",[],
290,St. Marc,Saint-Marc,19.11,-72.7,https://en.wikipedia.org/wiki/Saint-Marc,"Saint-Marc 19.11,-72.7",Saint-Marc ," 19.11 , -72.7 "," 19.116666666667 , -72.7","Saint-Marc 19.11,-72.7",[],
291,Haiti,Haiti,19,-72.41,https://en.wikipedia.org/wiki/Haiti,"Haiti 19,-72.41",Haiti ," 19 , -72.41 "," 19.1 , -72.33","Haiti 19,-72.41","[(19.07582, -72.29616)]",4.458014415368854
293,St. Nicolas,M%C3%B4le-Saint-Nicolas,19.8,-73.38,https://en.wikipedia.org/wiki/M%C3%B4le-Saint-Nicolas,"M%C3%B4le-Saint-Nicolas 19.8,-73.38",M%C3%B4le-Saint-Nicolas ," 19.8 , -73.38 "," 19.8 , -73.38333333","M%C3%B4le-Saint-Nicolas 19.8,-73.38",[],
294,Luanda,Luanda,-8.83,13.23,https://en.wikipedia.org/wiki/Luanda,"Luanda -8.83,13.23",Luanda ," -8.83 , 13.23 "," -8.8333333333333 , 13.233333333333","Luanda -8.83,13.23","[(-8.83682, 13.23432)]",0.40257212675627796
295,Mukuru kwa Njenga,Mukuru kwa Njenga,-1.30,36.88,https://en.wikipedia.org/wiki/Mukuru_kwa_Njenga,"Mukuru kwa Njenga -1.30,36.88",Mukuru kwa Njenga ," -1.30 , 36.88 "," -1.30472222 , 36.885","Mukuru kwa Njenga -1.30,36.88",[],
296,Mukuru,Mukuru kwa Njenga,-1.30,36.88,https://en.wikipedia.org/wiki/Mukuru_kwa_Njenga,"Mukuru kwa Njenga -1.30,36.88",Mukuru kwa Njenga ," -1.30 , 36.88 "," -1.30472222 , 36.885","Mukuru kwa Njenga -1.30,36.88",[],
297,Mashonaland West,Mashonaland West Province,-17,29.5,https://en.wikipedia.org/wiki/Mashonaland_West_Province,"Mashonaland West Province -17,29.5",Mashonaland West Province ," -17 , 29.5 "," -17.0 , 29.5","Mashonaland West Province -17,29.5","[(-17.16667, 29.75), (-17.16667, 29.75)]",32.39678084618053
298,Midlands,Midlands Province,-19,30,https://en.wikipedia.org/wiki/Midlands_Province,"Midlands Province -19,30",Midlands Province ," -19 , 30 "," -19.0 , 30.0","Midlands Province -19,30",[],
299,Manicaland,Manicaland Province,-19,32.5,https://en.wikipedia.org/wiki/Manicaland_Province,"Manicaland Province -19,32.5",Manicaland Province ," -19 , 32.5 "," -19.0 , 32.5","Manicaland Province -19,32.5",[],
300,Masvingo,Masvingo Province,-21,31,https://en.wikipedia.org/wiki/Masvingo_Province,"Masvingo Province -21,31",Masvingo Province ," -21 , 31 "," -21.0 , 31.0","Masvingo Province -21,31",[],
301,Rift Valley,Rift Valley Province,0.5,36,https://en.wikipedia.org/wiki/Rift_Valley_Province,"Rift Valley Province 0.5,36",Rift Valley Province ," 0.5 , 36 "," 0.5 , 36.0","Rift Valley Province 0.5,36",[],
302,Rift Valley Province,Rift Valley Province,0.5,36,https://en.wikipedia.org/wiki/Rift_Valley_Province,"Rift Valley Province 0.5,36",Rift Valley Province ," 0.5 , 36 "," 0.5 , 36.0","Rift Valley Province 0.5,36","[(0.5, 36.0)]",0.0
303,North Eastern,North Eastern Province (Kenya),1,40.25,https://en.wikipedia.org/wiki/North_Eastern_Province_(Kenya),"North Eastern Province (Kenya) 1,40.25",North Eastern Province (Kenya) ," 1 , 40.25 "," 1.0 , 40.25","North Eastern Province (Kenya) 1,40.25",[],
304,North Eastern Province,North Eastern Province (Kenya),1,40.25,https://en.wikipedia.org/wiki/North_Eastern_Province_(Kenya),"North Eastern Province (Kenya) 1,40.25",North Eastern Province (Kenya) ," 1 , 40.25 "," 1.0 , 40.25","North Eastern Province (Kenya) 1,40.25","[(1.0, 40.25)]",0.0
305,Western,Western Province (Kenya),0.5,34.58,https://en.wikipedia.org/wiki/Western_Province_(Kenya),"Western Province (Kenya) 0.5,34.58",Western Province (Kenya) ," 0.5 , 34.58 "," 0.5 , 34.58333333","Western Province (Kenya) 0.5,34.58",[],
306,Suba,Suba District,-0.33,34.2,https://en.wikipedia.org/wiki/Suba_District,"Suba District -0.33,34.2",Suba District ," -0.33 , 34.2 "," -0.333333 , 34.2","Suba District -0.33,34.2","[(-0.58, 34.223)]",27.54712597567923
307,Migori,Migori,-0.66,34.83,https://en.wikipedia.org/wiki/Migori,"Migori -0.66,34.83",Migori ," -0.66 , 34.83 "," -1.0666666666667 , 34.466666666667","Migori -0.66,34.83","[(-0.982, 34.409)]",11.390212108707487
308,Homa Bay,Homa Bay County,-0.68,34.45,https://en.wikipedia.org/wiki/Homa_Bay_County,"Homa Bay County -0.68,34.45",Homa Bay County ," -0.68 , 34.45 "," -0.683333 , 34.45","Homa Bay County -0.68,34.45","[(-0.52731, 34.45714)]",17.367145180926915
310,Siaya,Siaya,0.06,34.28,https://en.wikipedia.org/wiki/Siaya,"Siaya 0.06,34.28",Siaya ," 0.06 , 34.28 "," 0.060556 , 34.289444","Siaya 0.06,34.28","[(0.0607, 34.28806)]",0.1547246668756491
311,Kisumu,Kisumu County,-0.25,34.91,https://en.wikipedia.org/wiki/Kisumu_County,"Kisumu County -0.25,34.91",Kisumu County ," -0.25 , 34.91 "," -0.25 , 34.916666666667","Kisumu County -0.25,34.91","[(-0.069, 34.64)]",36.76251193561739
312,Bondo,Bondo District,-0.09,34.27,https://en.wikipedia.org/wiki/Bondo_District,"Bondo District -0.09,34.27",Bondo District ," -0.09 , 34.27 "," -0.09978 , 34.274444","Bondo District -0.09,34.27","[(-0.0962, 34.27322)]",0.4207021815303263
313,Nyando,Nyando District,-0.28,35.11,https://en.wikipedia.org/wiki/Nyando_District,"Nyando District -0.28,35.11",Nyando District ," -0.28 , 35.11 "," -0.28333333 , 35.11666667","Nyando District -0.28,35.11","[(-0.27696, 34.85084)]",29.566759880949597
314,Kisii,Kisii County,-0.66,34.75,https://en.wikipedia.org/wiki/Kisii_County,"Kisii County -0.66,34.75",Kisii County ," -0.66 , 34.75 "," -0.678306 , 34.772","Kisii County -0.66,34.75","[(-0.68174, 34.76666)]",0.7059262547505053
315,Wajir,Wajir County,1.74,40.06,https://en.wikipedia.org/wiki/Wajir_County,"Wajir County 1.74,40.06",Wajir County ," 1.74 , 40.06 "," 1.74722 , 40.0689","Wajir County 1.74,40.06","[(1.75, 40.01667)]",5.81323944640152
316,Mandera,Mandera County,3.41,40.66,https://en.wikipedia.org/wiki/Mandera_County,"Mandera County 3.41,40.66",Mandera County ," 3.41 , 40.66 "," 3.41667 , 40.6667","Mandera County 3.41,40.66","[(3.93726, 41.85688)]",144.19847955526168
317,Naivasha,Naivasha,-0.72,36.42,https://en.wikipedia.org/wiki/Naivasha,"Naivasha -0.72,36.42",Naivasha ," -0.72 , 36.42 "," -0.71667 , 36.43591","Naivasha -0.72,36.42","[(-0.71383, 36.43261)]",0.4840998112192018
318,Nakuru,Nakuru County,-0.5,36,https://en.wikipedia.org/wiki/Nakuru_County,"Nakuru County -0.5,36",Nakuru County ," -0.5 , 36 "," -0.5 , 36.0","Nakuru County -0.5,36","[(-0.30719, 36.07225)]",22.895252612540553
319,Bunyala,Bunyala,0.1,33.97,https://en.wikipedia.org/wiki/Bunyala,"Bunyala 0.1,33.97",Bunyala ," 0.1 , 33.97 "," 0.1 , 33.97","Bunyala 0.1,33.97","[(0.09809, 33.97248)]",0.34806870491819536
